ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean,
AR-045,Faulkner County,Arkansas,50.2,1.1,98,49.1,
AR-047,Franklin County,Arkansas,49.3,1.4,110,48,
AR-049,Fulton County,Arkansas,47.6,3.1,125,44.5,
AR-051,Garland County,Arkansas,50.5,1.4,107,49.1,
AR-053,Grant County,Arkansas,51.3,1.1,99,50.2,
AR-055,Greene County,Arkansas,50.2,2.3,119,47.9,
AR-057,Hempstead County,Arkansas,52,1.1,102,50.9,
AR-059,Hot Spring County,Arkansas,50.9,1,97,49.9,
AR-061,Howard County,Arkansas,50.6,1,98,49.6,
AR-063,Independence County,Arkansas,49.2,1.5,103,47.7,
AR-065,Izard County,Arkansas,47.6,1.8,115,45.7,
AR-067,Jackson County,Arkansas,50.3,1.4,102,48.9,
AR-069,Jefferson County,Arkansas,52.1,1.2,102,51,
AR-071,Johnson County,Arkansas,48.8,1.3,109,47.5,
AR-073,Lafayette County,Arkansas,53.9,2.1,120,51.8,
AR-075,Lawrence County,Arkansas,49.7,2.2,120,47.5,
AR-077,Lee County,Arkansas,53.2,1.9,120,51.2,
AR-079,Lincoln County,Arkansas,53,1.7,112,51.3,
AR-081,Little River County,Arkansas,53.4,2.2,120,51.2,
AR-083,Logan County,Arkansas,49.4,0.8,88,48.7,
AR-085,Lonoke County,Arkansas,51.9,1.5,110,50.4,
AR-087,Madison County,Arkansas,47.3,1.6,113,45.7,
AR-089,Marion County,Arkansas,47.7,2.7,124,45,
AR-091,Miller County,Arkansas,54.6,2.4,122,52.2,
AR-093,Mississippi County,Arkansas,51.4,1.7,112,49.7,
AR-095,Monroe County,Arkansas,53.3,1.9,118,51.4,
AR-097,Montgomery County,Arkansas,49.7,1.2,103,48.5,
AR-099,Nevada County,Arkansas,51.7,0.7,84,51,
AR-101,Newton County,Arkansas,47.6,2,123,45.6,
AR-103,Ouachita County,Arkansas,51.9,0.7,88,51.2,
AR-105,Perry County,Arkansas,49.9,0.7,90,49.2,
AR-107,Phillips County,Arkansas,53.5,1.9,118,51.5,
AR-109,Pike County,Arkansas,50.1,0.8,89,49.3,
AR-111,Poinsett County,Arkansas,51.2,1.7,107,49.5,
AR-113,Polk County,Arkansas,49,0.9,96,48.1,
AR-115,Pope County,Arkansas,48.8,1.3,104,47.5,
AR-117,Prairie County,Arkansas,52.7,1.8,116,50.9,
AR-119,Pulaski County,Arkansas,51.3,1.3,104,50,
AR-121,Randolph County,Arkansas,48.9,2.5,121,46.4,
AR-123,St. Francis County,Arkansas,52.6,1.6,115,51,
AR-125,Saline County,Arkansas,51,1.3,106,49.6,
AR-127,Scott County,Arkansas,49.2,0.8,92,48.4,
AR-129,Searcy County,Arkansas,47.7,2.2,122,45.5,
AR-131,Sebastian County,Arkansas,50.1,1.4,108,48.7,
AR-133,Sevier County,Arkansas,51.7,1.6,114,50.2,
AR-135,Sharp County,Arkansas,48.1,2.3,120,45.8,
AR-137,Stone County,Arkansas,48,1.6,108,46.5,
AR-139,Union County,Arkansas,53,1.7,114,51.4,
AR-141,Van Buren County,Arkansas,48.3,1.4,109,46.9,
AR-143,Washington County,Arkansas,47.9,1.6,117,46.2,
AR-145,White County,Arkansas,50.8,1.3,100,49.5,
AR-147,Woodruff County,Arkansas,51.6,1.3,100,50.4,
AR-149,Yell County,Arkansas,49.4,0.4,79,49,
CA-001,Alameda County,California,49.4,2.3,119,47.1,
CA-003,Alpine County,California,34.7,3,126,31.7,
CA-005,Amador County,California,47.4,2.7,125,44.7,
CA-007,Butte County,California,49.1,2.4,128,46.6,
CA-009,Calaveras County,California,47.6,2.7,125,44.9,
CA-011,Colusa County,California,49.7,2.8,125,46.9,
CA-013,Contra Costa County,California,49.8,2.2,120,47.6,
CA-015,Del Norte County,California,43,1.6,115,41.4,
CA-017,El Dorado County,California,44.4,3,126,41.4,
CA-019,Fresno County,California,44.9,3.6,127,41.3,
CA-021,Glenn County,California,49.4,2.6,128,46.8,
CA-023,Humboldt County,California,44.2,0.8,102,43.4,
CA-025,Imperial County,California,61.8,3.7,123,58.1,
CA-027,Inyo County,California,50.1,3.7,128,46.4,
CA-029,Kern County,California,50.7,3.4,126,47.3,
CA-031,Kings County,California,51.7,2.8,122,48.9,
CA-033,Lake County,California,46.9,2.8,126,44.1,
CA-035,Lassen County,California,35.2,2.6,124,32.7,
CA-037,Los Angeles County,California,51.5,3.3,123,48.1,
CA-039,Madera County,California,44.7,2.9,124,41.8,
CA-041,Marin County,California,47.8,1.6,112,46.2,
CA-043,Mariposa County,California,43.9,2.6,124,41.3,
CA-045,Mendocino County,California,44.9,1.5,112,43.4,
CA-047,Merced County,California,50.6,2.2,119,48.4,
CA-049,Modoc County,California,35.6,3.2,127,32.3,
CA-051,Mono County,California,32.1,3.1,125,29,
CA-053,Monterey County,California,45.5,2.7,117,42.8,
CA-055,Napa County,California,47.5,2.2,117,45.4,
CA-057,Nevada County,California,42.1,2.5,122,39.6,
CA-059,Orange County,California,54.5,2.6,120,51.8,
CA-061,Placer County,California,43.6,2.8,127,40.9,
CA-063,Plumas County,California,35.9,1.9,121,33.9,
CA-065,Riverside County,California,57,3.4,123,53.6,
CA-067,Sacramento County,California,49.9,1.6,119,48.3,
CA-069,San Benito County,California,47.4,3.2,125,44.2,
CA-071,San Bernardino County,California,55.9,3.2,126,52.6,
CA-073,San Diego County,California,51.1,2.8,123,48.3,
CA-075,San Francisco County,California,49.7,1.8,110,47.9,
CA-077,San Joaquin County,California,50.4,2.2,127,48.2,
CA-079,San Luis Obispo County,California,46.7,2.4,121,44.3,
CA-081,San Mateo County,California,47.9,2.3,113,45.6,
CA-083,Santa Barbara County,California,47.5,2.6,121,44.9,
CA-085,Santa Clara County,California,47.7,2.5,116,45.2,
CA-087,Santa Cruz County,California,46.5,2.3,112,44.1,
CA-089,Shasta County,California,44,2,121,42,
CA-091,Sierra County,California,36.4,2.6,123,33.8,
CA-093,Siskiyou County,California,38.8,2.4,123,36.4,
CA-095,Solano County,California,49,1.7,112,47.3,
CA-097,Sonoma County,California,46.2,1.5,111,44.8,
CA-099,Stanislaus County,California,50.5,2.6,127,47.9,
CA-101,Sutter County,California,50.6,1.9,121,48.7,
CA-103,Tehama County,California,48.2,1.9,120,46.3,
CA-105,Trinity County,California,41.3,1.6,116,39.7,
CA-107,Tulare County,California,44,3.5,127,40.5,
CA-109,Tuolumne County,California,39.7,2.5,124,37.2,
CA-111,Ventura County,California,47.2,3.5,126,43.7,
CA-113,Yolo County,California,49.4,1.9,117,47.5,
CA-115,Yuba County,California,50,2.4,124,47.5,
CO-001,Adams County,Colorado,36,2.6,125,33.5,
CO-003,Alamosa County,Colorado,28.5,2.6,126,25.9,
CO-005,Arapahoe County,Colorado,35.8,2.4,126,33.4,
CO-007,Archuleta County,Colorado,31.3,3.5,125,27.8,
CO-009,Baca County,Colorado,38.9,0.7,93,38.3,
CO-011,Bent County,Colorado,38.8,1.2,104,37.5,
CO-013,Boulder County,Colorado,33.5,2.9,126,30.6,
CO-014,Broomfield County,Colorado,37.8,2.9,126,34.9,
CO-015,Chaffee County,Colorado,25.7,1.3,112,24.4,
CO-017,Cheyenne County,Colorado,37.9,1.3,113,36.6,
CO-019,Clear Creek County,Colorado,27.7,2.8,125,24.9,
CO-021,Conejos County,Colorado,27.9,2.2,125,25.7,
CO-023,Costilla County,Colorado,29.8,3,127,26.8,
CO-025,Crowley County,Colorado,36.6,1.4,108,35.1,
CO-027,Custer County,Colorado,29.6,2.5,124,27.1,
CO-029,Delta County,Colorado,36,3.6,128,32.4,
CO-031,Denver County,Colorado,38.2,3.2,126,35,
CO-033,Dolores County,Colorado,32,3.4,125,28.6,
CO-035,Douglas County,Colorado,34.8,2.5,125,32.4,
CO-037,Eagle County,Colorado,28.8,2.9,124,25.9,
CO-039,Elbert County,Colorado,34.5,2.7,127,31.8,
CO-041,El Paso County,Colorado,35.3,2.2,127,33.1,
CO-043,Fremont County,Colorado,32.2,1.6,117,30.6,
CO-045,Garfield County,Colorado,34.1,3.8,128,30.3,
CO-047,Gilpin County,Colorado,29.6,2.6,125,27,
CO-049,Grand County,Colorado,26.7,3.2,127,23.4,
CO-051,Gunnison County,Colorado,27,2.9,126,24.1,
CO-053,Hinsdale County,Colorado,26,4.1,127,21.9,
CO-055,Huerfano County,Colorado,34.7,3,126,31.7,
CO-057,Jackson County,Colorado,25.6,3.1,126,22.5,
CO-059,Jefferson County,Colorado,34,2.2,123,31.8,
CO-061,Kiowa County,Colorado,38,0.9,98,37.1,
CO-063,Kit Carson County,Colorado,37.9,1.7,116,36.2,
CO-065,Lake County,Colorado,22.9,1.7,117,21.2,
CO-067,La Plata County,Colorado,33.2,3.4,127,29.8,
CO-069,Larimer County,Colorado,31,2.8,124,28.2,
CO-071,Las Animas County,Colorado,37.5,2,123,35.5,
CO-073,Lincoln County,Colorado,35.5,1.8,121,33.6,
CO-075,Logan County,Colorado,36.9,2,118,34.8,
CO-077,Mesa County,Colorado,37.2,4,128,33.2,
CO-079,Mineral County,Colorado,25.7,3.6,127,22.1,
CO-081,Moffat County,Colorado,33.2,3.9,126,29.2,
CO-083,Montezuma County,Colorado,36.6,3.1,126,33.6,
CO-085,Montrose County,Colorado,36.3,4.2,127,32.2,
CO-087,Morgan County,Colorado,35.6,2.6,121,32.9,
CO-089,Otero County,Colorado,38.4,1.3,106,37.1,
CO-091,Ouray County,Colorado,30.2,3.7,127,26.5,
CO-093,Park County,Colorado,26.1,2,120,24.1,
CO-095,Phillips County,Colorado,37.3,2.6,123,34.7,
CO-097,Pitkin County,Colorado,27.8,2.9,127,24.9,
CO-099,Prowers County,Colorado,39.1,0.7,92,38.4,
CO-101,Pueblo County,Colorado,38.6,2.4,124,36.2,
CO-103,Rio Blanco County,Colorado,33.9,4.1,127,29.8,
CO-105,Rio Grande County,Colorado,27.2,3.2,126,24,
CO-107,Routt County,Colorado,29.6,3.5,126,26.1,
CO-109,Saguache County,Colorado,26.5,1.9,118,24.6,
CO-111,San Juan County,Colorado,26,3.9,127,22,
CO-113,San Miguel County,Colorado,33.4,3.9,127,29.5,
CO-115,Sedgwick County,Colorado,37.6,2.6,126,35,
CO-117,Summit County,Colorado,25.5,3,125,22.5,
CO-119,Teller County,Colorado,27.8,2.2,123,25.6,
CO-121,Washington County,Colorado,36.2,1.9,114,34.2,
CO-123,Weld County,Colorado,35.4,3,126,32.4,
CO-125,Yuma County,Colorado,38,2.4,119,35.6,
CT-001,Fairfield County,Connecticut,43.8,4.5,127,39.3,
CT-003,Hartford County,Connecticut,41.9,4.1,127,37.7,
CT-005,Litchfield County,Connecticut,39.5,4.2,127,35.3,
CT-007,Middlesex County,Connecticut,42.7,3.9,125,38.8,
CT-009,New Haven County,Connecticut,42.4,3.6,122,38.9,
CT-011,New London County,Connecticut,43.4,4.7,127,38.7,
CT-013,Tolland County,Connecticut,41.1,4.1,127,37,
CT-015,Windham County,Connecticut,41.5,4.2,127,37.2,
DE-001,Kent County,Delaware,47.1,3.4,121,43.8,
DE-003,New Castle County,Delaware,47,3.7,126,43.3,
DE-005,Sussex County,Delaware,48.2,3.4,123,44.7,
FL-001,Alachua County,Florida,59,2,121,57,
FL-003,Baker County,Florida,57,1.3,105,55.7,
FL-005,Bay County,Florida,59.9,2.3,124,57.5,
FL-007,Bradford County,Florida,58.3,1.6,114,56.7,
FL-009,Brevard County,Florida,65.4,2.7,121,62.7,
FL-011,Broward County,Florida,67.5,3.1,121,64.3,
FL-013,Calhoun County,Florida,58.1,2.5,123,55.5,
FL-015,Charlotte County,Florida,64.4,2.4,118,62,
FL-017,Citrus County,Florida,62.1,3,124,59,
FL-019,Clay County,Florida,60.1,2.5,121,57.5,
FL-021,Collier County,Florida,66.3,2.9,123,63.4,
FL-023,Columbia County,Florida,57.1,1.5,112,55.6,
FL-027,DeSoto County,Florida,62.9,2.6,117,60.3,
FL-029,Dixie County,Florida,60.2,3.4,124,56.8,
FL-031,Duval County,Florida,60.3,2.4,121,57.9,
FL-033,Escambia County,Florida,58.6,2.2,119,56.4,
FL-035,Flagler County,Florida,63.7,4.3,126,59.4,
FL-037,Franklin County,Florida,59.7,2.1,115,57.5,
FL-039,Gadsden County,Florida,57.3,2.5,121,54.8,
FL-041,Gilchrist County,Florida,58.8,2.6,122,56.2,
FL-043,Glades County,Florida,64.1,2.6,116,61.6,
FL-045,Gulf County,Florida,59.7,2.5,121,57.1,
FL-047,Hamilton County,Florida,57.1,2.3,123,54.9,
FL-049,Hardee County,Florida,62.8,2.8,120,60,
FL-051,Hendry County,Florida,64.9,2.6,117,62.3,
FL-053,Hernando County,Florida,62.6,3.3,123,59.4,
FL-055,Highlands County,Florida,63.4,2.9,117,60.4,
FL-057,Hillsborough County,Florida,64.6,3.4,125,61.2,
FL-059,Holmes County,Florida,56.2,1.6,114,54.6,
FL-061,Indian River County,Florida,64.7,2.6,119,62.1,
FL-063,Jackson County,Florida,57.3,1.7,116,55.6,
FL-065,Jefferson County,Florida,58.2,2.8,121,55.3,
FL-067,Lafayette County,Florida,58.7,3,125,55.7,
FL-069,Lake County,Florida,63.1,3.7,125,59.4,
FL-071,Lee County,Florida,65.8,2.6,120,63.2,
FL-073,Leon County,Florida,57.7,2.7,120,55,
FL-075,Levy County,Florida,61,3.3,123,57.7,
FL-077,Liberty County,Florida,58,2.6,121,55.4,
FL-079,Madison County,Florida,58.1,3.1,124,55,
FL-081,Manatee County,Florida,63.9,3,121,60.9,
FL-083,Marion County,Florida,61,3,122,58,
FL-085,Martin County,Florida,66.8,3.5,122,63.4,
FL-086,Miami-Dade County,Florida,68.8,3.7,123,65.1,
FL-087,Monroe County,Florida,69.8,3.5,123,66.3,
FL-089,Nassau County,Florida,58.6,2.1,118,56.6,
FL-091,Okaloosa County,Florida,57.5,2.3,120,55.3,
FL-093,Okeechobee County,Florida,64.3,2.8,119,61.5,
FL-095,Orange County,Florida,64.3,3.5,124,60.8,
FL-097,Osceola County,Florida,64.3,3.3,123,61,
FL-099,Palm Beach County,Florida,66.8,3.2,121,63.6,
FL-101,Pasco County,Florida,63,3.1,122,60,
FL-103,Pinellas County,Florida,66.1,2.6,121,63.5,
FL-105,Polk County,Florida,63.8,3.6,124,60.3,
FL-107,Putnam County,Florida,61.8,3.6,125,58.2,
FL-109,St. Johns County,Florida,63,3.9,125,59.1,
FL-111,St. Lucie County,Florida,65.7,2.8,122,63,
FL-113,Santa Rosa County,Florida,58.3,2.3,124,56,
FL-115,Sarasota County,Florida,63.5,2,113,61.5,
FL-117,Seminole County,Florida,64.1,3.4,124,60.7,
FL-119,Sumter County,Florida,62.1,3.3,125,58.8,
FL-121,Suwannee County,Florida,58.2,2.7,125,55.5,
FL-123,Taylor County,Florida,59.7,3.4,124,56.3,
FL-125,Union County,Florida,57.4,1.2,104,56.2,
FL-127,Volusia County,Florida,63.7,3.5,125,60.2,
FL-129,Wakulla County,Florida,58.7,2.7,121,56,
FL-131,Walton County,Florida,57.3,2.2,120,55.1,
FL-133,Washington County,Florida,57.4,1.9,120,55.5,
GA-001,Appling County,Georgia,55.2,1.5,114,53.7,
GA-003,Atkinson County,Georgia,55.3,1.5,109,53.8,
GA-005,Bacon County,Georgia,55.3,1.6,113,53.7,
GA-007,Baker County,Georgia,56.6,2.1,122,54.5,
GA-009,Baldwin County,Georgia,52.3,1.2,99,51.1,
GA-011,Banks County,Georgia,51.2,1.7,113,49.5,
GA-013,Barrow County,Georgia,51.5,1.9,112,49.6,
GA-015,Bartow County,Georgia,50.2,2,115,48.2,
GA-017,Ben Hill County,Georgia,55.3,1.5,111,53.8,
GA-019,Berrien County,Georgia,54.8,1,99,53.8,
GA-021,Bibb County,Georgia,52.7,1.6,113,51.1,
GA-023,Bleckley County,Georgia,53.8,0.9,102,52.8,
GA-025,Brantley County,Georgia,55.7,1.7,114,54,
GA-027,Brooks County,Georgia,55.9,2,116,53.9,
GA-029,Bryan County,Georgia,56.1,1.3,107,54.8,
GA-031,Bulloch County,Georgia,54.5,1.4,109,53.1,
GA-033,Burke County,Georgia,53.3,1.6,108,51.7,
GA-035,Butts County,Georgia,51.8,2.1,115,49.8,
GA-037,Calhoun County,Georgia,56.1,2.1,121,54,
GA-039,Camden County,Georgia,58.3,1.8,118,56.5,
GA-043,Candler County,Georgia,54.3,1.3,108,53,
GA-045,Carroll County,Georgia,50.7,2.9,122,47.7,
GA-047,Catoosa County,Georgia,50.5,2.8,123,47.7,
GA-049,Charlton County,Georgia,56.8,1.9,116,54.9,
GA-051,Chatham County,Georgia,57.1,1.5,110,55.6,
GA-053,Chattahoochee County,Georgia,52.7,0.7,86,52,
GA-055,Chattooga County,Georgia,50.1,2.2,117,47.9,
GA-057,Cherokee County,Georgia,49.9,1.6,110,48.3,
GA-059,Clarke County,Georgia,52.2,2.3,119,49.9,
GA-061,Clay County,Georgia,55.5,1.7,117,53.8,
GA-063,Clayton County,Georgia,52.9,2.7,127,50.2,
GA-065,Clinch County,Georgia,55.9,1.8,115,54.1,
GA-067,Cobb County,Georgia,51.5,2.6,121,48.9,
GA-069,Coffee County,Georgia,55.5,1.7,115,53.7,
GA-071,Colquitt County,Georgia,55.3,1.3,108,53.9,
GA-073,Columbia County,Georgia,53.4,2.2,116,51.2,
GA-075,Cook County,Georgia,54.8,1,96,53.8,
GA-077,Coweta County,Georgia,52.1,3,123,49.1,
GA-079,Crawford County,Georgia,52.5,1.6,112,50.9,
GA-081,Crisp County,Georgia,54.9,2,118,52.9,
GA-083,Dade County,Georgia,50.3,2.8,123,47.5,
GA-085,Dawson County,Georgia,48.4,1.1,98,47.3,
GA-087,Decatur County,Georgia,57,2.3,122,54.7,
GA-089,DeKalb County,Georgia,52.1,2.5,121,49.6,
GA-091,Dodge County,Georgia,54.3,0.8,99,53.5,
GA-093,Dooly County,Georgia,54.4,1.9,117,52.5,
GA-095,Dougherty County,Georgia,56.2,2,117,54.2,
GA-097,Douglas County,Georgia,51.5,3,121,48.5,
GA-099,Early County,Georgia,56.5,1.9,121,54.6,
GA-101,Echols County,Georgia,56.3,2,117,54.3,
GA-103,Effingham County,Georgia,55.1,1.6,112,53.5,
GA-105,Elbert County,Georgia,51.9,2.5,118,49.4,
GA-107,Emanuel County,Georgia,53.7,1.1,105,52.5,
GA-109,Evans County,Georgia,55,1.3,109,53.7,
GA-111,Fannin County,Georgia,45.6,1,95,44.6,
GA-113,Fayette County,Georgia,52.8,2.9,125,49.8,
GA-115,Floyd County,Georgia,50.4,2.3,119,48.1,
GA-117,Forsyth County,Georgia,49.8,1.4,104,48.4,
GA-119,Franklin County,Georgia,51,1.6,111,49.4,
GA-121,Fulton County,Georgia,51.9,2.7,120,49.2,
GA-123,Gilmer County,Georgia,47,1,97,45.9,
GA-125,Glascock County,Georgia,52.3,1.3,104,51,
GA-127,Glynn County,Georgia,57.8,0.9,98,56.9,
GA-129,Gordon County,Georgia,49.8,1.7,112,48.2,
GA-131,Grady County,Georgia,56.8,2.3,123,54.5,
GA-133,Greene County,Georgia,52.2,2.1,117,50,
GA-135,Gwinnett County,Georgia,51.1,1.9,111,49.2,
GA-137,Habersham County,Georgia,49.3,2,116,47.4,
GA-139,Hall County,Georgia,50.3,1.6,107,48.8,
GA-141,Hancock County,Georgia,51.9,1.2,102,50.7,
GA-143,Haralson County,Georgia,50.2,3.1,123,47.1,
GA-145,Harris County,Georgia,51.6,1.2,100,50.4,
GA-147,Hart County,Georgia,51.4,2.1,117,49.4,
GA-149,Heard County,Georgia,51.3,2.7,122,48.6,
GA-151,Henry County,Georgia,52.5,2.4,122,50.1,
GA-153,Houston County,Georgia,53.6,1.4,108,52.3,
GA-155,Irwin County,Georgia,55,1.2,106,53.7,
GA-157,Jackson County,Georgia,51.5,1.8,111,49.7,
GA-159,Jasper County,Georgia,51.3,1.8,111,49.4,
GA-161,Jeff Davis County,Georgia,55.3,1.8,117,53.5,
GA-163,Jefferson County,Georgia,52.7,1.3,107,51.4,
GA-165,Jenkins County,Georgia,53.5,1.4,105,52,
GA-167,Johnson County,Georgia,53.1,0.9,96,52.2,
GA-169,Jones County,Georgia,52,1.6,108,50.4,
GA-171,Lamar County,Georgia,52,2.1,118,50,
GA-173,Lanier County,Georgia,55.1,1.4,108,53.7,
GA-175,Laurens County,Georgia,53.8,0.9,103,52.9,
GA-177,Lee County,Georgia,55.8,2.3,121,53.5,
GA-179,Liberty County,Georgia,56.4,1.2,106,55.3,
GA-181,Lincoln County,Georgia,52.5,1.9,112,50.6,
GA-183,Long County,Georgia,55.9,1.2,108,54.7,
GA-185,Lowndes County,Georgia,55.7,1.9,115,53.8,
GA-187,Lumpkin County,Georgia,47.5,1.3,103,46.2,
GA-189,McDuffie County,Georgia,52.6,1.9,114,50.7,
GA-191,McIntosh County,Georgia,57.7,1,102,56.7,
GA-193,Macon County,Georgia,53.8,2,119,51.8,
GA-195,Madison County,Georgia,51.5,2.1,116,49.4,
GA-197,Marion County,Georgia,53,1.5,114,51.5,
GA-199,Meriwether County,Georgia,51.8,2.2,120,49.6,
GA-201,Miller County,Georgia,56.7,2.1,122,54.6,
GA-205,Mitchell County,Georgia,56.5,2,123,54.5,
GA-207,Monroe County,Georgia,51.8,1.8,113,50,
GA-209,Montgomery County,Georgia,54.7,1.4,113,53.3,
