# Title: January - December 2021 Contiguous U.S. County Maximum Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
IN-109,Morgan County,Indiana,63.7,1.1,95,62.6
IN-111,Newton County,Indiana,61.9,1.5,101,60.4
IN-113,Noble County,Indiana,60.8,2.3,118,58.5
IN-115,Ohio County,Indiana,65.3,1.5,100,63.8
IN-117,Orange County,Indiana,66.1,1.2,94,65
IN-119,Owen County,Indiana,64.5,1.4,104,63
IN-121,Parke County,Indiana,63.5,1,94,62.5
IN-123,Perry County,Indiana,66.5,-0.1,69,66.6
IN-125,Pike County,Indiana,66.8,1.4,100,65.4
IN-127,Porter County,Indiana,60.5,1.5,100,59
IN-129,Posey County,Indiana,67.1,0.5,82,66.5
IN-131,Pulaski County,Indiana,61.5,1.5,105,60.1
IN-133,Putnam County,Indiana,63.2,1,96,62.2
IN-135,Randolph County,Indiana,62.3,2.2,118,60.1
IN-137,Ripley County,Indiana,64.2,1.2,96,63
IN-139,Rush County,Indiana,63.3,1.6,104,61.7
IN-141,St. Joseph County,Indiana,61,2.6,121,58.5
IN-143,Scott County,Indiana,66.5,1.8,109,64.7
IN-145,Shelby County,Indiana,64.1,1.6,105,62.5
IN-147,Spencer County,Indiana,67,0.3,75,66.7
IN-149,Starke County,Indiana,61.3,1.8,111,59.4
IN-151,Steuben County,Indiana,60.6,2.8,121,57.8
IN-153,Sullivan County,Indiana,65.4,1.7,106,63.6
IN-155,Switzerland County,Indiana,65.5,1.3,97,64.1
IN-157,Tippecanoe County,Indiana,62.5,1.2,97,61.3
IN-159,Tipton County,Indiana,61.7,0.9,88,60.8
IN-161,Union County,Indiana,63,1.5,105,61.5
IN-163,Vanderburgh County,Indiana,67.3,0.8,88,66.4
IN-165,Vermillion County,Indiana,63.7,1.1,93,62.6
IN-167,Vigo County,Indiana,65.2,2,111,63.2
IN-169,Wabash County,Indiana,61.8,1.4,106,60.3
IN-171,Warren County,Indiana,62.5,1.1,90,61.5
IN-173,Warrick County,Indiana,67.3,1,94,66.3
IN-175,Washington County,Indiana,66.1,1.7,105,64.4
IN-177,Wayne County,Indiana,62.2,1.4,104,60.7
IN-179,Wells County,Indiana,61.9,1.9,116,60
IN-181,White County,Indiana,62,1.3,99,60.7
IN-183,Whitley County,Indiana,61.2,1.8,113,59.4
IA-001,Adair County,Iowa,61.2,1.5,104,59.8
IA-003,Adams County,Iowa,62.2,1.8,109,60.4
IA-005,Allamakee County,Iowa,57.5,2,113,55.5
IA-007,Appanoose County,Iowa,62.5,1.5,105,61
IA-009,Audubon County,Iowa,60.8,2,111,58.8
IA-011,Benton County,Iowa,59.8,1.8,110,58
IA-013,Black Hawk County,Iowa,60.1,2.9,122,57.1
IA-015,Boone County,Iowa,61.3,2.6,118,58.7
IA-017,Bremer County,Iowa,59.1,2.7,120,56.4
IA-019,Buchanan County,Iowa,59,2.4,117,56.6
IA-021,Buena Vista County,Iowa,58.9,2,111,56.9
IA-023,Butler County,Iowa,59.2,2.6,121,56.6
IA-025,Calhoun County,Iowa,60.5,2.4,118,58
IA-027,Carroll County,Iowa,61.1,2.8,119,58.4
IA-029,Cass County,Iowa,61.8,1.7,109,60.1
IA-031,Cedar County,Iowa,60.1,1.6,104,58.5
IA-033,Cerro Gordo County,Iowa,58.4,2.9,122,55.5
IA-035,Cherokee County,Iowa,59.6,2.5,121,57.1
IA-037,Chickasaw County,Iowa,57.9,2.2,118,55.7
IA-039,Clarke County,Iowa,62.2,1.8,109,60.4
IA-041,Clay County,Iowa,59,2.6,121,56.4
IA-043,Clayton County,Iowa,58.2,1.9,113,56.3
IA-045,Clinton County,Iowa,60.8,2.5,118,58.3
IA-047,Crawford County,Iowa,61.5,3,120,58.5
IA-049,Dallas County,Iowa,61.9,1.8,107,60.1
IA-051,Davis County,Iowa,61.9,1,92,61
IA-053,Decatur County,Iowa,62.8,2.2,112,60.7
IA-055,Delaware County,Iowa,58.4,2,111,56.4
IA-057,Des Moines County,Iowa,61.6,0.9,93,60.6
IA-059,Dickinson County,Iowa,57.9,2.3,118,55.6
IA-061,Dubuque County,Iowa,58.4,1.9,111,56.4
IA-063,Emmet County,Iowa,57.6,2.2,112,55.4
IA-065,Fayette County,Iowa,57.9,1.9,112,55.9
IA-067,Floyd County,Iowa,58.2,2.4,120,55.8
IA-069,Franklin County,Iowa,59.1,3,122,56.1
IA-071,Fremont County,Iowa,63.8,1.6,106,62.2
IA-073,Greene County,Iowa,60.9,2.1,110,58.9
IA-075,Grundy County,Iowa,59.6,2.5,121,57.1
IA-077,Guthrie County,Iowa,61.3,1.9,108,59.4
IA-079,Hamilton County,Iowa,59.7,2.1,117,57.6
IA-081,Hancock County,Iowa,58.3,2.4,118,55.9
IA-083,Hardin County,Iowa,59.8,2.8,120,57
IA-085,Harrison County,Iowa,62.6,2.6,117,59.9
IA-087,Henry County,Iowa,61.1,0.4,85,60.7
IA-089,Howard County,Iowa,56.9,2.3,118,54.6
IA-091,Humboldt County,Iowa,59.5,2.3,118,57.2
IA-093,Ida County,Iowa,60.2,2.3,118,57.8
IA-095,Iowa County,Iowa,60.5,1.5,103,59.1
IA-097,Jackson County,Iowa,59.9,2.4,116,57.5
IA-099,Jasper County,Iowa,61.2,1.8,109,59.4
IA-101,Jefferson County,Iowa,61,0.6,86,60.5
IA-103,Johnson County,Iowa,60.4,1.1,97,59.2
IA-105,Jones County,Iowa,59.6,2.2,113,57.4
IA-107,Keokuk County,Iowa,61.3,1.7,105,59.6
IA-109,Kossuth County,Iowa,58.4,2.4,116,56
IA-111,Lee County,Iowa,61.7,0.2,77,61.5
IA-113,Linn County,Iowa,59.8,1.9,109,57.9
IA-115,Louisa County,Iowa,61.7,1.4,100,60.3
IA-117,Lucas County,Iowa,61.8,1.4,99,60.5
IA-119,Lyon County,Iowa,58.8,2.1,115,56.7
IA-121,Madison County,Iowa,61.8,1.3,105,60.5
IA-123,Mahaska County,Iowa,61.8,1.9,107,60
IA-125,Marion County,Iowa,61.7,1.3,99,60.4
IA-127,Marshall County,Iowa,60.4,2.1,113,58.3
IA-129,Mills County,Iowa,63.3,2,109,61.3
IA-131,Mitchell County,Iowa,57.4,2.6,122,54.7
IA-133,Monona County,Iowa,61.8,2.5,114,59.3
IA-135,Monroe County,Iowa,62,1.3,98,60.7
IA-137,Montgomery County,Iowa,62.7,1.8,107,60.9
IA-139,Muscatine County,Iowa,60.9,1.2,98,59.6
IA-141,O&#039;Brien County,Iowa,59,2.2,119,56.7
IA-143,Osceola County,Iowa,57.8,1.8,111,56
IA-145,Page County,Iowa,63.5,1.9,108,61.6
IA-147,Palo Alto County,Iowa,58.7,2.5,118,56.2
IA-149,Plymouth County,Iowa,60.5,2.7,119,57.9
IA-151,Pocahontas County,Iowa,59.2,2.1,113,57.2
IA-153,Polk County,Iowa,61.7,1.7,107,60
IA-155,Pottawattamie County,Iowa,62.6,2,110,60.6
IA-157,Poweshiek County,Iowa,60.8,1.9,111,58.9
IA-159,Ringgold County,Iowa,62.6,2,111,60.6
IA-161,Sac County,Iowa,60.4,2.6,120,57.8
IA-163,Scott County,Iowa,61,2.2,113,58.8
IA-165,Shelby County,Iowa,61.5,2.2,112,59.3
IA-167,Sioux County,Iowa,59.4,2,111,57.4
IA-169,Story County,Iowa,61,2.4,117,58.5
IA-171,Tama County,Iowa,60.1,2,115,58.1
IA-173,Taylor County,Iowa,62.9,2.2,111,60.7
IA-175,Union County,Iowa,61.9,1.6,106,60.3
IA-177,Van Buren County,Iowa,61,-0.1,62,61.1
IA-179,Wapello County,Iowa,61.8,1.2,99,60.6
IA-181,Warren County,Iowa,62.1,1.2,102,60.9
IA-183,Washington County,Iowa,61.1,1.3,100,59.8
IA-185,Wayne County,Iowa,62.2,1.5,102,60.7
IA-187,Webster County,Iowa,60,2.2,115,57.8
IA-189,Winnebago County,Iowa,57.4,2.3,118,55.1
IA-191,Winneshiek County,Iowa,57.8,2.8,121,55
IA-193,Woodbury County,Iowa,61.1,2.5,115,58.6
IA-195,Worth County,Iowa,57.5,2.8,120,54.7
IA-197,Wright County,Iowa,58.9,2.2,116,56.8
KS-001,Allen County,Kansas,67.5,0.5,87,66.9
KS-003,Anderson County,Kansas,66.8,0.7,88,66.1
KS-005,Atchison County,Kansas,66,2,113,64
KS-007,Barber County,Kansas,71.7,2.4,114,69.4
KS-009,Barton County,Kansas,68,1.3,94,66.6
KS-011,Bourbon County,Kansas,67.3,0.5,82,66.9
KS-013,Brown County,Kansas,65.6,2.3,113,63.3
KS-015,Butler County,Kansas,68.8,1.5,108,67.3
KS-017,Chase County,Kansas,67.5,1.4,104,66.1
KS-019,Chautauqua County,Kansas,69.5,0.6,83,69
KS-021,Cherokee County,Kansas,69.3,0.9,97,68.4
KS-023,Cheyenne County,Kansas,67.5,2.7,119,64.8
KS-025,Clark County,Kansas,72.1,1.9,110,70.1
KS-027,Clay County,Kansas,67.8,2.1,114,65.7
KS-029,Cloud County,Kansas,67.7,2.5,117,65.1
KS-031,Coffey County,Kansas,67.6,1.3,104,66.3
KS-033,Comanche County,Kansas,72.1,2.4,115,69.8
KS-035,Cowley County,Kansas,69.9,1.3,100,68.5
KS-037,Crawford County,Kansas,68.3,0.8,93,67.5
KS-039,Decatur County,Kansas,68.3,3.1,120,65.2
KS-041,Dickinson County,Kansas,68.8,2.6,114,66.2
KS-043,Doniphan County,Kansas,65.6,1.9,113,63.7
KS-045,Douglas County,Kansas,67,1.8,110,65.2
KS-047,Edwards County,Kansas,70.6,2.8,118,67.7
KS-049,Elk County,Kansas,68.4,0.4,82,67.9
KS-051,Ellis County,Kansas,69,2.3,109,66.7
KS-053,Ellsworth County,Kansas,69.1,2.8,113,66.3
KS-055,Finney County,Kansas,70.8,3.2,121,67.6
KS-057,Ford County,Kansas,71,2.6,115,68.4
KS-059,Franklin County,Kansas,67,1.3,104,65.6
KS-061,Geary County,Kansas,67.6,1.8,112,65.8
KS-063,Gove County,Kansas,69.1,2.3,115,66.7
KS-065,Graham County,Kansas,68.6,2.4,113,66.1
KS-067,Grant County,Kansas,71.1,2,109,69.1
KS-069,Gray County,Kansas,70.9,2.9,117,68
KS-071,Greeley County,Kansas,68.1,2.4,108,65.7
KS-073,Greenwood County,Kansas,67.8,0.8,87,67.1
KS-075,Hamilton County,Kansas,70.4,2.9,118,67.6
KS-077,Harper County,Kansas,70.7,1.1,97,69.6
KS-079,Harvey County,Kansas,69.7,2.4,115,67.3
KS-081,Haskell County,Kansas,70.8,2.2,111,68.6
KS-083,Hodgeman County,Kansas,70.9,2.7,117,68.2
KS-085,Jackson County,Kansas,66.2,1.8,111,64.4
KS-087,Jefferson County,Kansas,66.4,1.7,106,64.7
KS-089,Jewell County,Kansas,66.7,2.1,112,64.6
KS-091,Johnson County,Kansas,66.5,1.8,110,64.7
KS-093,Kearny County,Kansas,70.7,3.2,121,67.5
KS-095,Kingman County,Kansas,69.8,1.5,99,68.3
KS-097,Kiowa County,Kansas,71.2,2.7,115,68.5
KS-099,Labette County,Kansas,69.3,0.6,91,68.6
KS-101,Lane County,Kansas,70.1,3,118,67.1
KS-103,Leavenworth County,Kansas,66.6,1.9,112,64.7
KS-105,Lincoln County,Kansas,69.1,3,117,66.1
KS-107,Linn County,Kansas,66.9,0.8,89,66.2
KS-109,Logan County,Kansas,69.3,3.1,120,66.2
KS-111,Lyon County,Kansas,67.6,1.7,109,65.9
KS-113,McPherson County,Kansas,69.3,3.1,117,66.2
KS-115,Marion County,Kansas,68.6,2.4,115,66.2
KS-117,Marshall County,Kansas,66.5,2.2,115,64.2
KS-119,Meade County,Kansas,71.6,2,110,69.6
KS-121,Miami County,Kansas,66.6,1.3,101,65.3
KS-123,Mitchell County,Kansas,67.8,2.2,112,65.6
KS-125,Montgomery County,Kansas,69.5,0.5,80,69
KS-127,Morris County,Kansas,67.1,1.7,107,65.4
KS-129,Morton County,Kansas,71.2,1.4,101,69.8
KS-131,Nemaha County,Kansas,65.7,2,113,63.7
KS-133,Neosho County,Kansas,68.2,0.4,79,67.8
KS-135,Ness County,Kansas,69.8,2.1,112,67.7
KS-137,Norton County,Kansas,67.9,2.8,116,65.1
KS-139,Osage County,Kansas,67.6,2.1,110,65.5
KS-141,Osborne County,Kansas,68.1,1.7,104,66.4
KS-143,Ottawa County,Kansas,68.7,3,118,65.7
KS-145,Pawnee County,Kansas,68.9,1.9,103,67
KS-147,Phillips County,Kansas,67.5,1.8,102,65.7
KS-149,Pottawatomie County,Kansas,66.5,1.5,105,65
KS-151,Pratt County,Kansas,70.3,2.9,118,67.5
KS-153,Rawlins County,Kansas,67.8,2.8,118,65
KS-155,Reno County,Kansas,69.3,1.7,102,67.6
KS-157,Republic County,Kansas,66.5,2.4,114,64.1
KS-159,Rice County,Kansas,68.7,2,108,66.7
KS-161,Riley County,Kansas,67.3,1.7,112,65.6
KS-163,Rooks County,Kansas,68.5,2.1,107,66.4
KS-165,Rush County,Kansas,68.7,1.7,95,66.9
KS-167,Russell County,Kansas,69.1,2.4,112,66.7
KS-169,Saline County,Kansas,69.5,3.3,117,66.2
KS-171,Scott County,Kansas,70,3.2,122,66.9
KS-173,Sedgwick County,Kansas,70,1.8,109,68.2
KS-175,Seward County,Kansas,71.3,1.7,107,69.6
KS-177,Shawnee County,Kansas,67.4,2.1,110,65.3
KS-179,Sheridan County,Kansas,68.2,2.6,117,65.6
KS-181,Sherman County,Kansas,68,3.7,125,64.3
KS-183,Smith County,Kansas,66.8,1.3,95,65.5
KS-185,Stafford County,Kansas,68.6,1.8,103,66.8
KS-187,Stanton County,Kansas,71.1,1.9,110,69.1
KS-189,Stevens County,Kansas,71.2,1.5,104,69.7
KS-191,Sumner County,Kansas,70.5,1.3,101,69.2
KS-193,Thomas County,Kansas,68.3,3.2,121,65.1
KS-195,Trego County,Kansas,68.6,1.9,102,66.7
KS-197,Wabaunsee County,Kansas,67.2,2,113,65.2
KS-199,Wallace County,Kansas,68.5,3.6,123,65
KS-201,Washington County,Kansas,66.4,2.1,113,64.4
KS-203,Wichita County,Kansas,69.1,2.8,118,66.3
KS-205,Wilson County,Kansas,68.6,0.5,80,68.1
KS-207,Woodson County,Kansas,67.8,0.7,85,67.1
KS-209,Wyandotte County,Kansas,66.7,1.9,111,64.8
KY-001,Adair County,Kentucky,67.9,0.5,84,67.3
KY-003,Allen County,Kentucky,69.6,0.5,81,69.1
KY-005,Anderson County,Kentucky,67,1.4,99,65.6
KY-007,Ballard County,Kentucky,69.1,1.3,103,67.8
KY-009,Barren County,Kentucky,69.8,0.8,93,68.9
KY-011,Bath County,Kentucky,66.5,0.5,82,66
KY-013,Bell County,Kentucky,65.9,-0.2,59,66.1
KY-015,Boone County,Kentucky,65.4,1.8,107,63.6
KY-017,Bourbon County,Kentucky,66.3,1,93,65.2
KY-019,Boyd County,Kentucky,66.8,1,94,65.8
KY-021,Boyle County,Kentucky,66.1,0.5,74,65.6
KY-023,Bracken County,Kentucky,65.9,1.3,99,64.6
KY-025,Breathitt County,Kentucky,68.4,1.2,99,67.2
KY-027,Breckinridge County,Kentucky,67.6,0.7,86,66.9
KY-029,Bullitt County,Kentucky,68,1.6,107,66.4
KY-031,Butler County,Kentucky,69.6,1.5,102,68.1
KY-033,Caldwell County,Kentucky,67.6,-0.4,51,67.9
KY-035,Calloway County,Kentucky,68.7,-0.3,56,69
KY-037,Campbell County,Kentucky,66,1.8,109,64.2
KY-039,Carlisle County,Kentucky,69.3,1.1,96,68.1
KY-041,Carroll County,Kentucky,66.3,1.3,96,64.9
KY-043,Carter County,Kentucky,66.5,0.8,89,65.7
KY-045,Casey County,Kentucky,66.3,0.3,72,66
KY-047,Christian County,Kentucky,68.4,0.1,75,68.2
KY-049,Clark County,Kentucky,66.5,0.8,88,65.7
KY-051,Clay County,Kentucky,68,1,92,67
KY-053,Clinton County,Kentucky,68.1,0.5,85,67.6
KY-055,Crittenden County,Kentucky,67.6,0.1,70,67.5
KY-057,Cumberland County,Kentucky,69.1,0.4,79,68.7
KY-059,Daviess County,Kentucky,67.9,0.7,86,67.2
KY-061,Edmonson County,Kentucky,69.7,1.4,100,68.3
KY-063,Elliott County,Kentucky,66.8,0.7,84,66.1
KY-065,Estill County,Kentucky,67.1,0.5,79,66.6
KY-067,Fayette County,Kentucky,66,0.9,86,65
KY-069,Fleming County,Kentucky,66.1,0.6,83,65.5
KY-071,Floyd County,Kentucky,68.5,1.1,99,67.4
KY-073,Franklin County,Kentucky,67.2,1.7,104,65.5
KY-075,Fulton County,Kentucky,68.9,-0,73,68.9
KY-077,Gallatin County,Kentucky,66.1,1.4,98,64.7
KY-079,Garrard County,Kentucky,66.1,0.3,70,65.8
KY-081,Grant County,Kentucky,65.8,1.5,100,64.3
KY-083,Graves County,Kentucky,68.9,0.5,82,68.4
KY-085,Grayson County,Kentucky,68.8,1.3,101,67.4
KY-087,Green County,Kentucky,68.6,1,93,67.6
KY-089,Greenup County,Kentucky,66.4,1.1,94,65.3
KY-091,Hancock County,Kentucky,66.9,-0.1,69,67
KY-093,Hardin County,Kentucky,67.8,1.3,98,66.5
KY-095,Harlan County,Kentucky,65.5,1.3,104,64.1
KY-097,Harrison County,Kentucky,66.2,1.3,96,65
KY-099,Hart County,Kentucky,69.1,1.3,101,67.8
KY-101,Henderson County,Kentucky,67.7,0.7,87,67
KY-103,Henry County,Kentucky,66.7,1.7,105,65
KY-105,Hickman County,Kentucky,68.9,0.4,81,68.5
KY-107,Hopkins County,Kentucky,69,1.2,100,67.7
KY-109,Jackson County,Kentucky,66.4,0.6,77,65.8
KY-111,Jefferson County,Kentucky,68.1,1.9,109,66.2
KY-113,Jessamine County,Kentucky,66.1,0.8,82,65.4
KY-115,Johnson County,Kentucky,68.2,1.2,102,67
KY-117,Kenton County,Kentucky,65.5,1.8,108,63.7
KY-119,Knott County,Kentucky,67.6,1,97,66.5
KY-121,Knox County,Kentucky,67.5,0.4,76,67.1
KY-123,Larue County,Kentucky,67.7,1.1,94,66.6
KY-125,Laurel County,Kentucky,67.2,0.7,79,66.6
KY-127,Lawrence County,Kentucky,67.7,1.3,98,66.5
KY-129,Lee County,Kentucky,67.8,0.8,88,67.1
KY-131,Leslie County,Kentucky,67.6,1.3,104,66.3
KY-133,Letcher County,Kentucky,66.4,0.9,94,65.5
KY-135,Lewis County,Kentucky,66,0.8,89,65.2
KY-137,Lincoln County,Kentucky,65.7,0.1,64,65.6
KY-139,Livingston County,Kentucky,68,0.2,70,67.8
KY-141,Logan County,Kentucky,68.7,0.3,75,68.5
KY-143,Lyon County,Kentucky,67.7,-0.6,46,68.3
KY-145,McCracken County,Kentucky,69.2,1.3,98,67.9
KY-147,McCreary County,Kentucky,67,0.4,74,66.6
KY-149,McLean County,Kentucky,69.1,1.7,109,67.4
KY-151,Madison County,Kentucky,66.4,0.4,75,66
KY-153,Magoffin County,Kentucky,68,1.2,100,66.8
KY-155,Marion County,Kentucky,67.2,0.7,87,66.4
KY-157,Marshall County,Kentucky,68.7,0.1,69,68.6
KY-159,Martin County,Kentucky,68.5,1.4,104,67.1
KY-161,Mason County,Kentucky,65.9,1.1,92,64.8
KY-163,Meade County,Kentucky,67.4,1,94,66.4
KY-165,Menifee County,Kentucky,66.5,0.5,80,66
KY-167,Mercer County,Kentucky,66.5,0.9,85,65.6
KY-169,Metcalfe County,Kentucky,68.9,0.7,87,68.2
KY-171,Monroe County,Kentucky,69.3,0.3,78,69
KY-173,Montgomery County,Kentucky,66.6,0.9,89,65.7
KY-175,Morgan County,Kentucky,67.3,0.7,87,66.6
KY-177,Muhlenberg County,Kentucky,69.5,1.7,106,67.9
KY-179,Nelson County,Kentucky,67.5,1.2,94,66.4
KY-181,Nicholas County,Kentucky,66.3,1,91,65.2
KY-183,Ohio County,Kentucky,69,1.6,103,67.4
KY-185,Oldham County,Kentucky,67.1,1.8,107,65.3
KY-187,Owen County,Kentucky,66.2,1.5,99,64.8
KY-189,Owsley County,Kentucky,68.1,1,94,67.1
KY-191,Pendleton County,Kentucky,66.1,1.5,101,64.6
KY-193,Perry County,Kentucky,68,1.3,102,66.8
KY-195,Pike County,Kentucky,67.9,1.1,97,66.8
KY-197,Powell County,Kentucky,67.1,0.6,83,66.4
KY-199,Pulaski County,Kentucky,66.8,0.3,73,66.5
KY-201,Robertson County,Kentucky,66.2,1.2,95,65
KY-203,Rockcastle County,Kentucky,66,0.3,71,65.8
KY-205,Rowan County,Kentucky,66,0.2,71,65.8
KY-207,Russell County,Kentucky,67.6,0.3,78,67.2
KY-209,Scott County,Kentucky,66.2,1.3,96,64.9
KY-211,Shelby County,Kentucky,67.1,1.8,109,65.3
KY-213,Simpson County,Kentucky,69.1,0.4,80,68.6
KY-215,Spencer County,Kentucky,67.5,1.6,104,65.9
KY-217,Taylor County,Kentucky,67.4,0.7,83,66.8
KY-219,Todd County,Kentucky,68.5,0.2,77,68.3
KY-221,Trigg County,Kentucky,68.3,-0.3,55,68.6
KY-223,Trimble County,Kentucky,66.3,1.5,99,64.9
KY-225,Union County,Kentucky,67.6,0.4,75,67.1
KY-227,Warren County,Kentucky,69.9,1.1,95,68.8
KY-229,Washington County,Kentucky,66.9,0.9,88,66
KY-231,Wayne County,Kentucky,67.4,0.5,78,67
KY-233,Webster County,Kentucky,68.3,1,92,67.3
KY-235,Whitley County,Kentucky,67.2,0.1,68,67
KY-237,Wolfe County,Kentucky,67.5,0.8,91,66.6
KY-239,Woodford County,Kentucky,66.5,1.2,94,65.3
LA-001,Acadia Parish,Louisiana,77.4,-1.3,17,78.6
LA-003,Allen Parish,Louisiana,77.1,-1.2,18,78.3
LA-005,Ascension Parish,Louisiana,78.3,0.2,70,78.1
LA-007,Assumption Parish,Louisiana,78.1,0,60,78.1
LA-009,Avoyelles Parish,Louisiana,77,-1,23,78.1
LA-011,Beauregard Parish,Louisiana,77.9,0.1,70,77.8
LA-013,Bienville Parish,Louisiana,76.1,0.4,76,75.7
LA-015,Bossier Parish,Louisiana,76.8,0.9,99,75.9
LA-017,Caddo Parish,Louisiana,76.9,0.8,93,76.1
LA-019,Calcasieu Parish,Louisiana,78.2,0.4,81,77.7
LA-021,Caldwell Parish,Louisiana,76.5,0.1,71,76.4
LA-023,Cameron Parish,Louisiana,77.2,0.2,68,77
LA-025,Catahoula Parish,Louisiana,77.1,-0.1,57,77.2
LA-027,Claiborne Parish,Louisiana,75.8,0.7,93,75.1
LA-029,Concordia Parish,Louisiana,77.2,-0.3,45,77.5
LA-031,De Soto Parish,Louisiana,77.2,0.6,88,76.6
LA-033,East Baton Rouge Parish,Louisiana,77.9,-0.2,50,78.1
LA-035,East Carroll Parish,Louisiana,75.5,0.1,68,75.4
LA-037,East Feliciana Parish,Louisiana,77.4,-0.5,44,77.8
LA-039,Evangeline Parish,Louisiana,77,-1.3,12,78.3
LA-041,Franklin Parish,Louisiana,76.7,0.2,76,76.5
LA-043,Grant Parish,Louisiana,76.8,-0.5,33,77.3
LA-045,Iberia Parish,Louisiana,77.1,-0.5,39,77.6
LA-047,Iberville Parish,Louisiana,78.1,-0.2,53,78.2
LA-049,Jackson Parish,Louisiana,75.6,0.1,68,75.5
LA-051,Jefferson Parish,Louisiana,77.5,0,63,77.4
LA-053,Jefferson Davis Parish,Louisiana,77.2,-1.3,18,78.5
LA-055,Lafayette Parish,Louisiana,77.9,-0.4,39,78.3
LA-057,Lafourche Parish,Louisiana,77.6,-0.1,58,77.7
LA-059,La Salle Parish,Louisiana,76.9,-0.3,51,77.2
LA-061,Lincoln Parish,Louisiana,75.4,0.3,77,75.1
LA-063,Livingston Parish,Louisiana,78.2,0.3,70,78
LA-065,Madison Parish,Louisiana,76.2,0.2,71,76
LA-067,Morehouse Parish,Louisiana,76.2,0.7,89,75.5
LA-069,Natchitoches Parish,Louisiana,77.3,0.1,69,77.2
LA-071,Orleans Parish,Louisiana,76.9,0.2,71,76.7
LA-073,Ouachita Parish,Louisiana,76,0.2,73,75.8
LA-075,Plaquemines Parish,Louisiana,76.4,-0.1,58,76.5
LA-077,Pointe Coupee Parish,Louisiana,77.5,-0.9,26,78.3
LA-079,Rapides Parish,Louisiana,77,-0.8,26,77.8
LA-081,Red River Parish,Louisiana,77,0.5,82,76.5
LA-083,Richland Parish,Louisiana,76.2,0.2,72,76
LA-085,Sabine Parish,Louisiana,77.7,0.7,90,77.1
LA-087,St. Bernard Parish,Louisiana,76.2,0.1,67,76.1
LA-089,St. Charles Parish,Louisiana,78.3,0.2,72,78.1
LA-091,St. Helena Parish,Louisiana,77.8,0.4,79,77.4
LA-093,St. James Parish,Louisiana,78.4,0.2,69,78.3
LA-095,St. John the Baptist Parish,Louisiana,78.5,0.3,78,78.2
LA-097,St. Landry Parish,Louisiana,77.5,-0.9,24,78.4
LA-099,St. Martin Parish,Louisiana,77.9,-0.3,44,78.2
LA-101,St. Mary Parish,Louisiana,76.8,-0.4,41,77.2
LA-103,St. Tammany Parish,Louisiana,77.8,0.5,88,77.2
LA-105,Tangipahoa Parish,Louisiana,78.2,0.8,97,77.4
LA-107,Tensas Parish,Louisiana,76.9,0.1,69,76.7
LA-109,Terrebonne Parish,Louisiana,77.4,-0.2,48,77.6
LA-111,Union Parish,Louisiana,75.9,0.6,85,75.3
LA-113,Vermilion Parish,Louisiana,77.1,-0.7,30,77.7
LA-115,Vernon Parish,Louisiana,77.8,0.4,83,77.4
LA-117,Washington Parish,Louisiana,77.7,0.5,86,77.3
LA-119,Webster Parish,Louisiana,76.7,1.1,102,75.6
LA-121,West Baton Rouge Parish,Louisiana,78,-0.4,49,78.3
LA-123,West Carroll Parish,Louisiana,75.7,0.3,76,75.3
LA-125,West Feliciana Parish,Louisiana,77,-0.9,21,78
LA-127,Winn Parish,Louisiana,76.5,-0.2,60,76.6
ME-001,Androscoggin County,Maine,56.7,2.8,122,53.9
ME-003,Aroostook County,Maine,52.3,3.9,128,48.5
ME-005,Cumberland County,Maine,57.2,2.5,121,54.7
ME-007,Franklin County,Maine,51.9,3.4,126,48.5
ME-009,Hancock County,Maine,56.3,3.4,126,52.9
ME-011,Kennebec County,Maine,56.6,3,125,53.5
ME-013,Knox County,Maine,55.4,2.8,126,52.7
ME-015,Lincoln County,Maine,56.3,2.9,126,53.3
ME-017,Oxford County,Maine,54.6,3.1,125,51.5
ME-019,Penobscot County,Maine,55.6,3.8,128,51.8
ME-021,Piscataquis County,Maine,52.8,4,129,48.8
ME-023,Sagadahoc County,Maine,56.8,2.8,122,54
ME-025,Somerset County,Maine,52.4,3.8,128,48.6
ME-027,Waldo County,Maine,56,3.2,127,52.8
ME-029,Washington County,Maine,55.7,3.6,127,52.2
ME-031,York County,Maine,57.7,2.2,116,55.5
MD-001,Allegany County,Maryland,64.5,1.7,111,62.8
MD-003,Anne Arundel County,Maryland,68.2,3,124,65.1
MD-005,Baltimore County,Maryland,66.5,3.1,122,63.5
MD-009,Calvert County,Maryland,67.8,2.5,120,65.4
MD-011,Caroline County,Maryland,68.3,3.1,120,65.3
MD-013,Carroll County,Maryland,65.2,2.8,121,62.5
MD-015,Cecil County,Maryland,65.2,2.1,113,63.2
MD-017,Charles County,Maryland,68.9,2.8,123,66.1
MD-019,Dorchester County,Maryland,68.8,3.2,125,65.6
MD-021,Frederick County,Maryland,65.3,2.6,119,62.6
MD-023,Garrett County,Maryland,60.2,2.3,123,58
MD-025,Harford County,Maryland,65.9,2.5,119,63.4
MD-027,Howard County,Maryland,66.7,3.4,124,63.4
MD-029,Kent County,Maryland,66.6,2.1,115,64.5
MD-031,Montgomery County,Maryland,66.3,2.8,122,63.5
MD-033,Prince George&#039;s County,Maryland,68,2.6,124,65.4
