# Title: January - December 2023 Contiguous U.S. County Minimum Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
AL-097,Mobile County,Alabama,59,3.3,129,55.7
AL-099,Monroe County,Alabama,55.6,2.4,119,53.2
AL-101,Montgomery County,Alabama,55.2,2.5,122,52.6
AL-103,Morgan County,Alabama,51.9,3.6,127,48.2
AL-105,Perry County,Alabama,54.2,2.2,124,52.1
AL-107,Pickens County,Alabama,53.3,2,117,51.3
AL-109,Pike County,Alabama,55.2,2.3,125,52.9
AL-111,Randolph County,Alabama,50.9,2.9,125,47.9
AL-113,Russell County,Alabama,54.4,2.2,125,52.2
AL-115,St. Clair County,Alabama,52.1,3.2,123,48.9
AL-117,Shelby County,Alabama,52.2,2.5,120,49.8
AL-119,Sumter County,Alabama,54.4,2,123,52.4
AL-121,Talladega County,Alabama,51.7,2.4,119,49.3
AL-123,Tallapoosa County,Alabama,51.8,2.3,120,49.4
AL-125,Tuscaloosa County,Alabama,53,1.7,113,51.3
AL-127,Walker County,Alabama,51.9,2.3,121,49.5
AL-129,Washington County,Alabama,56.3,3.3,126,53
AL-131,Wilcox County,Alabama,55.5,2.4,125,53.1
AL-133,Winston County,Alabama,50.9,2.8,127,48.1
AZ-001,Apache County,Arizona,36,0.5,84,35.5
AZ-003,Cochise County,Arizona,46.1,0.7,82,45.4
AZ-005,Coconino County,Arizona,38.3,0.7,85,37.6
AZ-007,Gila County,Arizona,46.2,1.5,107,44.7
AZ-009,Graham County,Arizona,48.2,1.4,107,46.8
AZ-011,Greenlee County,Arizona,43.2,1,90,42.2
AZ-012,La Paz County,Arizona,58.8,2.5,114,56.3
AZ-013,Maricopa County,Arizona,57.3,2.4,114,54.9
AZ-015,Mohave County,Arizona,49.7,1.1,95,48.6
AZ-017,Navajo County,Arizona,36.9,0.1,57,36.8
AZ-019,Pima County,Arizona,53.2,1.3,105,51.8
AZ-021,Pinal County,Arizona,55.6,2,113,53.6
AZ-023,Santa Cruz County,Arizona,45.9,0.8,86,45.1
AZ-025,Yavapai County,Arizona,44.9,1,94,43.8
AZ-027,Yuma County,Arizona,58.6,2.4,109,56.2
AR-001,Arkansas County,Arkansas,55,3.5,128,51.5
AR-003,Ashley County,Arkansas,55,3.5,127,51.5
AR-005,Baxter County,Arkansas,48.1,3,126,45
AR-007,Benton County,Arkansas,48.2,2.2,124,46
AR-009,Boone County,Arkansas,47.6,2.2,125,45.4
AR-011,Bradley County,Arkansas,54.4,3.5,128,50.8
AR-013,Calhoun County,Arkansas,53.3,2.5,125,50.8
AR-015,Carroll County,Arkansas,47.7,2,123,45.7
AR-017,Chicot County,Arkansas,55.3,3,126,52.2
AR-019,Clark County,Arkansas,52.2,2.1,119,50.1
AR-021,Clay County,Arkansas,50.9,3.6,128,47.3
AR-023,Cleburne County,Arkansas,51.1,3.1,127,48
AR-025,Cleveland County,Arkansas,53.9,3.2,128,50.7
AR-027,Columbia County,Arkansas,53.9,2.2,122,51.6
AR-029,Conway County,Arkansas,50.8,2.3,127,48.5
AR-031,Craighead County,Arkansas,52.3,3.7,128,48.5
AR-033,Crawford County,Arkansas,51,3.1,127,48
AR-035,Crittenden County,Arkansas,53.6,2.6,126,50.9
AR-037,Cross County,Arkansas,52.9,2.4,124,50.5
AR-039,Dallas County,Arkansas,52.6,2.3,124,50.3
AR-041,Desha County,Arkansas,55,3.3,125,51.7
AR-043,Drew County,Arkansas,55.1,3.6,128,51.4
AR-045,Faulkner County,Arkansas,51.7,2.5,127,49.1
AR-047,Franklin County,Arkansas,50.7,2.8,126,48
AR-049,Fulton County,Arkansas,48.1,3.7,126,44.5
AR-051,Garland County,Arkansas,51.9,2.8,125,49.1
AR-053,Grant County,Arkansas,53,2.8,127,50.2
AR-055,Greene County,Arkansas,51.7,3.8,128,47.9
AR-057,Hempstead County,Arkansas,53.3,2.4,125,50.9
AR-059,Hot Spring County,Arkansas,52.4,2.5,124,49.9
AR-061,Howard County,Arkansas,51.7,2,122,49.6
AR-063,Independence County,Arkansas,50.8,3.1,127,47.7
AR-065,Izard County,Arkansas,48.9,3.1,127,45.7
AR-067,Jackson County,Arkansas,51.7,2.8,125,48.9
AR-069,Jefferson County,Arkansas,54.2,3.2,128,51
AR-071,Johnson County,Arkansas,50.2,2.7,127,47.5
AR-073,Lafayette County,Arkansas,55,3.2,129,51.8
AR-075,Lawrence County,Arkansas,51.1,3.6,128,47.5
AR-077,Lee County,Arkansas,54.3,3.1,128,51.2
AR-079,Lincoln County,Arkansas,54.9,3.6,129,51.3
AR-081,Little River County,Arkansas,54.5,3.3,129,51.2
AR-083,Logan County,Arkansas,51.2,2.6,126,48.7
AR-085,Lonoke County,Arkansas,54,3.6,128,50.4
AR-087,Madison County,Arkansas,48.3,2.6,126,45.7
AR-089,Marion County,Arkansas,47.8,2.8,126,45
AR-091,Miller County,Arkansas,55.9,3.8,129,52.2
AR-093,Mississippi County,Arkansas,52.3,2.6,123,49.7
AR-095,Monroe County,Arkansas,54.8,3.4,128,51.4
AR-097,Montgomery County,Arkansas,50.9,2.3,124,48.5
AR-099,Nevada County,Arkansas,52.7,1.7,115,51
AR-101,Newton County,Arkansas,48.3,2.7,126,45.6
AR-103,Ouachita County,Arkansas,52.5,1.3,110,51.2
AR-105,Perry County,Arkansas,51.4,2.2,124,49.2
AR-107,Phillips County,Arkansas,54.7,3.2,128,51.5
AR-109,Pike County,Arkansas,51.4,2.2,123,49.3
AR-111,Poinsett County,Arkansas,52.5,3,126,49.5
AR-113,Polk County,Arkansas,49.9,1.8,120,48.1
AR-115,Pope County,Arkansas,50,2.5,126,47.5
AR-117,Prairie County,Arkansas,54.7,3.8,129,50.9
AR-119,Pulaski County,Arkansas,53.2,3.2,127,50
AR-121,Randolph County,Arkansas,50,3.6,128,46.4
AR-123,St. Francis County,Arkansas,53.7,2.7,127,51
AR-125,Saline County,Arkansas,52.7,3.1,126,49.6
AR-127,Scott County,Arkansas,50.5,2.1,123,48.4
AR-129,Searcy County,Arkansas,48.2,2.7,125,45.5
AR-131,Sebastian County,Arkansas,51.5,2.8,126,48.7
AR-133,Sevier County,Arkansas,52.5,2.3,123,50.2
AR-135,Sharp County,Arkansas,49.2,3.4,126,45.8
AR-137,Stone County,Arkansas,49.3,2.8,125,46.5
AR-139,Union County,Arkansas,54,2.6,126,51.4
AR-141,Van Buren County,Arkansas,49.3,2.5,125,46.9
AR-143,Washington County,Arkansas,49,2.7,127,46.2
AR-145,White County,Arkansas,53,3.5,128,49.5
AR-147,Woodruff County,Arkansas,53.2,2.8,127,50.4
AR-149,Yell County,Arkansas,51.3,2.2,124,49
CA-001,Alameda County,California,48.4,1.3,99,47.1
CA-003,Alpine County,California,32.9,1.2,96,31.7
CA-005,Amador County,California,45.9,1.1,104,44.7
CA-007,Butte County,California,47.3,0.6,91,46.6
CA-009,Calaveras County,California,45.9,1,101,44.9
CA-011,Colusa County,California,49.1,2.2,122,46.9
CA-013,Contra Costa County,California,48.7,1,96,47.6
CA-015,Del Norte County,California,42.2,0.8,98,41.4
CA-017,El Dorado County,California,42.7,1.3,107,41.4
CA-019,Fresno County,California,43.5,2.2,113,41.3
CA-021,Glenn County,California,48.3,1.6,117,46.8
CA-023,Humboldt County,California,43.9,0.5,94,43.4
CA-025,Imperial County,California,60.9,2.9,119,58.1
CA-027,Inyo County,California,47.8,1.4,96,46.4
CA-029,Kern County,California,49.1,1.8,108,47.3
CA-031,Kings County,California,50.7,1.8,107,48.9
CA-033,Lake County,California,45.5,1.3,107,44.1
CA-035,Lassen County,California,33.8,1.1,101,32.7
CA-037,Los Angeles County,California,49.8,1.6,104,48.1
CA-039,Madera County,California,43.8,2,113,41.8
CA-041,Marin County,California,48,1.7,116,46.2
CA-043,Mariposa County,California,42.5,1.2,105,41.3
CA-045,Mendocino County,California,44.5,1.1,106,43.4
CA-047,Merced County,California,49.6,1.2,101,48.4
CA-049,Modoc County,California,33.9,1.6,106,32.3
CA-051,Mono County,California,30.2,1.2,98,29
CA-053,Monterey County,California,45.6,2.8,119,42.8
CA-055,Napa County,California,47,1.6,110,45.4
CA-057,Nevada County,California,40,0.4,73,39.6
CA-059,Orange County,California,54,2.2,112,51.8
CA-061,Placer County,California,41.6,0.7,84,40.9
CA-063,Plumas County,California,34.8,0.9,93,33.9
CA-065,Riverside County,California,55.9,2.2,116,53.6
CA-067,Sacramento County,California,49.4,1.2,102,48.3
CA-069,San Benito County,California,46.4,2.2,112,44.2
CA-071,San Bernardino County,California,53.7,1.1,90,52.6
CA-073,San Diego County,California,49.6,1.3,98,48.3
CA-075,San Francisco County,California,49.5,1.7,107,47.9
CA-077,San Joaquin County,California,49.1,0.9,97,48.2
CA-079,San Luis Obispo County,California,46.3,2,115,44.3
CA-081,San Mateo County,California,48,2.4,115,45.6
CA-083,Santa Barbara County,California,46.4,1.6,105,44.9
CA-085,Santa Clara County,California,47.1,1.9,108,45.2
CA-087,Santa Cruz County,California,46.6,2.5,115,44.1
CA-089,Shasta County,California,42.9,0.9,107,42
CA-091,Sierra County,California,34.5,0.8,85,33.8
CA-093,Siskiyou County,California,38,1.6,112,36.4
CA-095,Solano County,California,48.6,1.3,102,47.3
CA-097,Sonoma County,California,46.3,1.5,114,44.8
CA-099,Stanislaus County,California,48.8,0.9,96,47.9
CA-101,Sutter County,California,50.1,1.4,106,48.7
CA-103,Tehama County,California,46.9,0.6,93,46.3
CA-105,Trinity County,California,40.9,1.2,112,39.7
CA-107,Tulare County,California,42.7,2.2,112,40.5
CA-109,Tuolumne County,California,37.7,0.5,82,37.2
CA-111,Ventura County,California,45.9,2.2,111,43.7
CA-113,Yolo County,California,48.3,0.8,90,47.5
CA-115,Yuba County,California,48.3,0.8,84,47.5
CO-001,Adams County,Colorado,34.6,1.2,98,33.5
CO-003,Alamosa County,Colorado,27.4,1.5,108,25.9
CO-005,Arapahoe County,Colorado,34.2,0.8,88,33.4
CO-007,Archuleta County,Colorado,29.3,1.5,98,27.8
CO-009,Baca County,Colorado,39.5,1.2,108,38.3
CO-011,Bent County,Colorado,38.1,0.6,86,37.5
CO-013,Boulder County,Colorado,30.9,0.3,73,30.6
CO-014,Broomfield County,Colorado,36.1,1.2,102,34.9
CO-015,Chaffee County,Colorado,24.3,-0.1,53,24.4
CO-017,Cheyenne County,Colorado,36.9,0.3,74,36.6
CO-019,Clear Creek County,Colorado,25.4,0.5,81,24.9
CO-021,Conejos County,Colorado,26.6,0.9,92,25.7
CO-023,Costilla County,Colorado,27.1,0.3,66,26.8
CO-025,Crowley County,Colorado,36.5,1.4,107,35.1
CO-027,Custer County,Colorado,28.4,1.3,108,27.1
CO-029,Delta County,Colorado,33.7,1.2,91,32.4
CO-031,Denver County,Colorado,36.7,1.7,109,35
CO-033,Dolores County,Colorado,29.1,0.4,62,28.6
CO-035,Douglas County,Colorado,33.5,1.1,102,32.4
CO-037,Eagle County,Colorado,26.1,0.2,70,25.9
CO-039,Elbert County,Colorado,32.5,0.7,90,31.8
CO-041,El Paso County,Colorado,34.2,1.2,109,33.1
CO-043,Fremont County,Colorado,31.4,0.8,101,30.6
CO-045,Garfield County,Colorado,31.7,1.4,96,30.3
CO-047,Gilpin County,Colorado,26.8,-0.3,44,27
CO-049,Grand County,Colorado,23.7,0.2,68,23.4
CO-051,Gunnison County,Colorado,24.5,0.3,71,24.1
CO-053,Hinsdale County,Colorado,22.5,0.6,68,21.9
CO-055,Huerfano County,Colorado,33.2,1.5,109,31.7
CO-057,Jackson County,Colorado,22.4,-0.1,54,22.5
CO-059,Jefferson County,Colorado,32.9,1.1,101,31.8
CO-061,Kiowa County,Colorado,37.4,0.3,78,37.1
CO-063,Kit Carson County,Colorado,36.7,0.5,79,36.2
CO-065,Lake County,Colorado,19.7,-1.5,11,21.2
CO-067,La Plata County,Colorado,30.7,0.8,75,29.8
CO-069,Larimer County,Colorado,29.4,1.1,99,28.2
CO-071,Las Animas County,Colorado,36.7,1.2,107,35.5
CO-073,Lincoln County,Colorado,34.2,0.5,87,33.6
CO-075,Logan County,Colorado,36.1,1.3,101,34.8
CO-077,Mesa County,Colorado,35.3,2.1,104,33.2
CO-079,Mineral County,Colorado,22.5,0.4,68,22.1
CO-081,Moffat County,Colorado,29.9,0.7,72,29.2
CO-083,Montezuma County,Colorado,35.1,1.6,100,33.6
CO-085,Montrose County,Colorado,34.8,2.6,110,32.2
CO-087,Morgan County,Colorado,35,2.1,112,32.9
CO-089,Otero County,Colorado,37.9,0.8,96,37.1
CO-091,Ouray County,Colorado,28.2,1.8,96,26.5
CO-093,Park County,Colorado,24.2,0.1,69,24.1
CO-095,Phillips County,Colorado,36.7,2.1,110,34.7
CO-097,Pitkin County,Colorado,24.7,-0.2,52,24.9
CO-099,Prowers County,Colorado,38.3,-0,60,38.4
CO-101,Pueblo County,Colorado,38,1.8,118,36.2
CO-103,Rio Blanco County,Colorado,31.1,1.3,89,29.8
CO-105,Rio Grande County,Colorado,25.8,1.8,114,24
CO-107,Routt County,Colorado,26.5,0.3,69,26.1
CO-109,Saguache County,Colorado,24.6,0.1,58,24.6
CO-111,San Juan County,Colorado,22.1,0,53,22
CO-113,San Miguel County,Colorado,31.1,1.6,91,29.5
CO-115,Sedgwick County,Colorado,36.8,1.8,109,35
CO-117,Summit County,Colorado,22.4,-0.1,46,22.5
CO-119,Teller County,Colorado,26.6,1,108,25.6
CO-121,Washington County,Colorado,35.1,0.9,90,34.2
CO-123,Weld County,Colorado,34.4,2,112,32.4
CO-125,Yuma County,Colorado,37.6,2,107,35.6
CT-001,Fairfield County,Connecticut,43.6,4.3,126,39.3
CT-003,Hartford County,Connecticut,42.6,4.8,129,37.7
CT-005,Litchfield County,Connecticut,40.1,4.8,129,35.3
CT-007,Middlesex County,Connecticut,43.3,4.5,128,38.8
CT-009,New Haven County,Connecticut,43,4.1,127,38.9
CT-011,New London County,Connecticut,43.8,5.1,128,38.7
CT-013,Tolland County,Connecticut,41.5,4.5,128,37
CT-015,Windham County,Connecticut,41.8,4.6,128,37.2
DE-001,Kent County,Delaware,48.1,4.3,129,43.8
DE-003,New Castle County,Delaware,47.4,4.1,128,43.3
DE-005,Sussex County,Delaware,48.7,3.9,127,44.7
FL-001,Alachua County,Florida,60,2.9,127,57
FL-003,Baker County,Florida,58,2.3,125,55.7
FL-005,Bay County,Florida,60.1,2.6,125,57.5
FL-007,Bradford County,Florida,59.5,2.8,126,56.7
FL-009,Brevard County,Florida,66.9,4.2,129,62.7
FL-011,Broward County,Florida,68.4,4.1,128,64.3
FL-013,Calhoun County,Florida,58.1,2.6,124,55.5
FL-015,Charlotte County,Florida,65.7,3.8,128,62
FL-017,Citrus County,Florida,62.8,3.8,127,59
FL-019,Clay County,Florida,61.1,3.6,126,57.5
FL-021,Collier County,Florida,67.3,3.8,128,63.4
FL-023,Columbia County,Florida,57.6,2,122,55.6
FL-027,DeSoto County,Florida,63.8,3.5,126,60.3
FL-029,Dixie County,Florida,60.4,3.6,126,56.8
FL-031,Duval County,Florida,61.2,3.3,126,57.9
FL-033,Escambia County,Florida,59.7,3.2,129,56.4
FL-035,Flagler County,Florida,63.7,4.3,128,59.4
FL-037,Franklin County,Florida,60.2,2.7,123,57.5
FL-039,Gadsden County,Florida,57.5,2.7,123,54.8
FL-041,Gilchrist County,Florida,59.3,3.1,125,56.2
FL-043,Glades County,Florida,64.9,3.3,126,61.6
FL-045,Gulf County,Florida,60,2.8,126,57.1
FL-047,Hamilton County,Florida,56.9,2.1,120,54.9
FL-049,Hardee County,Florida,63.6,3.6,126,60
FL-051,Hendry County,Florida,65.6,3.3,127,62.3
FL-053,Hernando County,Florida,63.3,4,126,59.4
FL-055,Highlands County,Florida,64.2,3.7,127,60.4
FL-057,Hillsborough County,Florida,65.1,3.9,126,61.2
FL-059,Holmes County,Florida,56.9,2.3,124,54.6
FL-061,Indian River County,Florida,65.9,3.8,127,62.1
FL-063,Jackson County,Florida,57.6,2,122,55.6
FL-065,Jefferson County,Florida,58.1,2.7,120,55.3
FL-067,Lafayette County,Florida,58.8,3.1,126,55.7
FL-069,Lake County,Florida,63.7,4.3,127,59.4
FL-071,Lee County,Florida,67.6,4.3,129,63.2
FL-073,Leon County,Florida,57.9,2.9,122,55
FL-075,Levy County,Florida,61.4,3.7,125,57.7
FL-077,Liberty County,Florida,58.2,2.8,125,55.4
FL-079,Madison County,Florida,57.7,2.7,121,55
FL-081,Manatee County,Florida,64.6,3.7,126,60.9
FL-083,Marion County,Florida,61.9,3.9,127,58
FL-085,Martin County,Florida,67.4,4,125,63.4
FL-086,Miami-Dade County,Florida,69.4,4.3,128,65.1
FL-087,Monroe County,Florida,70.5,4.2,128,66.3
FL-089,Nassau County,Florida,59.6,3,125,56.6
FL-091,Okaloosa County,Florida,58.3,3.1,129,55.3
FL-093,Okeechobee County,Florida,65.1,3.7,125,61.5
FL-095,Orange County,Florida,65.2,4.4,128,60.8
FL-097,Osceola County,Florida,65.3,4.3,128,61
FL-099,Palm Beach County,Florida,67.3,3.7,125,63.6
FL-101,Pasco County,Florida,63.7,3.7,126,60
FL-103,Pinellas County,Florida,66.9,3.4,126,63.5
FL-105,Polk County,Florida,64.4,4.2,126,60.3
FL-107,Putnam County,Florida,62.4,4.2,128,58.2
FL-109,St. Johns County,Florida,63.3,4.1,126,59.1
FL-111,St. Lucie County,Florida,66.6,3.7,125,63
FL-113,Santa Rosa County,Florida,59.1,3.1,129,56
FL-115,Sarasota County,Florida,64.7,3.2,126,61.5
FL-117,Seminole County,Florida,64.9,4.2,127,60.7
FL-119,Sumter County,Florida,62.8,4,128,58.8
FL-121,Suwannee County,Florida,58.1,2.5,124,55.5
FL-123,Taylor County,Florida,59.6,3.3,123,56.3
FL-125,Union County,Florida,58.5,2.2,125,56.2
FL-127,Volusia County,Florida,64.3,4.1,127,60.2
FL-129,Wakulla County,Florida,59,3,123,56
FL-131,Walton County,Florida,58,2.9,124,55.1
FL-133,Washington County,Florida,57.9,2.4,125,55.5
GA-001,Appling County,Georgia,56.7,3,124,53.7
GA-003,Atkinson County,Georgia,56.4,2.6,123,53.8
GA-005,Bacon County,Georgia,57.2,3.5,127,53.7
GA-007,Baker County,Georgia,57.1,2.6,125,54.5
GA-009,Baldwin County,Georgia,53.8,2.7,123,51.1
GA-011,Banks County,Georgia,51.6,2.1,121,49.5
GA-013,Barrow County,Georgia,52,2.4,118,49.6
GA-015,Bartow County,Georgia,50.3,2,118,48.2
GA-017,Ben Hill County,Georgia,55.8,2,120,53.8
GA-019,Berrien County,Georgia,55.6,1.8,115,53.8
GA-021,Bibb County,Georgia,53.6,2.5,123,51.1
GA-023,Bleckley County,Georgia,54.3,1.5,110,52.8
GA-025,Brantley County,Georgia,57,3,123,54
GA-027,Brooks County,Georgia,56.3,2.4,119,53.9
GA-029,Bryan County,Georgia,56.9,2,119,54.8
GA-031,Bulloch County,Georgia,55.1,2,119,53.1
GA-033,Burke County,Georgia,53.9,2.2,122,51.7
GA-035,Butts County,Georgia,52.7,2.9,128,49.8
GA-037,Calhoun County,Georgia,56.6,2.6,124,54
GA-039,Camden County,Georgia,59.3,2.8,124,56.5
GA-043,Candler County,Georgia,55.1,2,122,53
GA-045,Carroll County,Georgia,51.1,3.4,124,47.7
GA-047,Catoosa County,Georgia,51.1,3.4,127,47.7
GA-049,Charlton County,Georgia,57.8,2.9,122,54.9
GA-051,Chatham County,Georgia,57.8,2.1,121,55.6
GA-053,Chattahoochee County,Georgia,54,2,120,52
GA-055,Chattooga County,Georgia,50.6,2.6,122,47.9
GA-057,Cherokee County,Georgia,50.2,1.9,119,48.3
GA-059,Clarke County,Georgia,52,2.1,115,49.9
GA-061,Clay County,Georgia,56.4,2.6,126,53.8
GA-063,Clayton County,Georgia,52.8,2.6,126,50.2
GA-065,Clinch County,Georgia,56.7,2.6,122,54.1
GA-067,Cobb County,Georgia,51.7,2.9,123,48.9
GA-069,Coffee County,Georgia,56.4,2.7,123,53.7
GA-071,Colquitt County,Georgia,56.1,2.1,122,53.9
GA-073,Columbia County,Georgia,53.6,2.4,121,51.2
GA-075,Cook County,Georgia,55.7,1.9,118,53.8
GA-077,Coweta County,Georgia,52.2,3.1,124,49.1
GA-079,Crawford County,Georgia,53.2,2.3,123,50.9
GA-081,Crisp County,Georgia,55.7,2.7,124,52.9
GA-083,Dade County,Georgia,50.6,3.1,126,47.5
GA-085,Dawson County,Georgia,48.9,1.6,117,47.3
GA-087,Decatur County,Georgia,57.3,2.6,124,54.7
GA-089,DeKalb County,Georgia,52.4,2.8,126,49.6
GA-091,Dodge County,Georgia,54.8,1.3,109,53.5
GA-093,Dooly County,Georgia,55.1,2.6,122,52.5
GA-095,Dougherty County,Georgia,56.6,2.4,122,54.2
GA-097,Douglas County,Georgia,51.9,3.3,125,48.5
GA-099,Early County,Georgia,57,2.4,124,54.6
GA-101,Echols County,Georgia,56.4,2.1,119,54.3
GA-103,Effingham County,Georgia,55.7,2.2,122,53.5
GA-105,Elbert County,Georgia,51.9,2.5,118,49.4
GA-107,Emanuel County,Georgia,54.6,2.1,122,52.5
GA-109,Evans County,Georgia,55.8,2,122,53.7
GA-111,Fannin County,Georgia,45.8,1.2,104,44.6
GA-113,Fayette County,Georgia,52.5,2.7,123,49.8
GA-115,Floyd County,Georgia,50.2,2.1,116,48.1
GA-117,Forsyth County,Georgia,50.4,2.1,118,48.4
GA-119,Franklin County,Georgia,51.2,1.8,114,49.4
GA-121,Fulton County,Georgia,52.2,3,127,49.2
GA-123,Gilmer County,Georgia,47.4,1.5,112,45.9
GA-125,Glascock County,Georgia,53.3,2.3,117,51
GA-127,Glynn County,Georgia,59.2,2.3,124,56.9
GA-129,Gordon County,Georgia,50.4,2.2,123,48.2
GA-131,Grady County,Georgia,57.3,2.8,124,54.5
GA-133,Greene County,Georgia,52.5,2.5,120,50
GA-135,Gwinnett County,Georgia,51.7,2.5,121,49.2
GA-137,Habersham County,Georgia,49.9,2.5,127,47.4
GA-139,Hall County,Georgia,51,2.2,120,48.8
GA-141,Hancock County,Georgia,53.3,2.5,123,50.7
GA-143,Haralson County,Georgia,50.2,3.1,123,47.1
GA-145,Harris County,Georgia,52.3,1.9,117,50.4
GA-147,Hart County,Georgia,51.1,1.8,111,49.4
GA-149,Heard County,Georgia,51.7,3.1,124,48.6
GA-151,Henry County,Georgia,52.6,2.5,125,50.1
GA-153,Houston County,Georgia,54.3,2.1,121,52.3
GA-155,Irwin County,Georgia,55.6,1.9,118,53.7
GA-157,Jackson County,Georgia,52,2.3,118,49.7
GA-159,Jasper County,Georgia,52.8,3.4,128,49.4
GA-161,Jeff Davis County,Georgia,56.3,2.8,123,53.5
GA-163,Jefferson County,Georgia,53.7,2.3,120,51.4
GA-165,Jenkins County,Georgia,54.2,2.1,122,52
GA-167,Johnson County,Georgia,54.4,2.3,122,52.2
GA-169,Jones County,Georgia,53.3,2.9,124,50.4
GA-171,Lamar County,Georgia,52.5,2.5,124,50
GA-173,Lanier County,Georgia,55.8,2.2,118,53.7
GA-175,Laurens County,Georgia,54.7,1.7,116,52.9
GA-177,Lee County,Georgia,56.3,2.8,125,53.5
GA-179,Liberty County,Georgia,57.4,2.1,122,55.3
GA-181,Lincoln County,Georgia,52.9,2.4,119,50.6
GA-183,Long County,Georgia,56.9,2.2,123,54.7
GA-185,Lowndes County,Georgia,56,2.2,117,53.8
GA-187,Lumpkin County,Georgia,47.9,1.8,118,46.2
GA-189,McDuffie County,Georgia,52.9,2.3,118,50.7
GA-191,McIntosh County,Georgia,58.8,2.1,121,56.7
GA-193,Macon County,Georgia,54.5,2.7,124,51.8
GA-195,Madison County,Georgia,51.8,2.4,120,49.4
GA-197,Marion County,Georgia,53.8,2.4,123,51.5
GA-199,Meriwether County,Georgia,52,2.4,123,49.6
GA-201,Miller County,Georgia,57.1,2.5,125,54.6
GA-205,Mitchell County,Georgia,57.1,2.7,125,54.5
GA-207,Monroe County,Georgia,52.7,2.8,124,50
GA-209,Montgomery County,Georgia,55.6,2.2,122,53.3
GA-211,Morgan County,Georgia,52.6,2.8,124,49.7
GA-213,Murray County,Georgia,49.9,2.3,122,47.6
GA-215,Muscogee County,Georgia,53.5,1.7,117,51.8
GA-217,Newton County,Georgia,52.4,2.9,127,49.5
GA-219,Oconee County,Georgia,52.1,2.2,115,49.9
GA-221,Oglethorpe County,Georgia,51.9,2.4,118,49.5
GA-223,Paulding County,Georgia,50.9,2.9,122,48
GA-225,Peach County,Georgia,53.7,2.3,123,51.4
GA-227,Pickens County,Georgia,49.1,1.6,114,47.5
GA-229,Pierce County,Georgia,57.3,3.5,125,53.8
