ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean,
GA-297,Walton County,Georgia,74.1,2,113,72.1,
GA-299,Ware County,Georgia,79.8,1.1,110,78.7,
GA-301,Warren County,Georgia,75.5,1.4,110,74.1,
GA-303,Washington County,Georgia,76.7,1.2,105,75.6,
GA-305,Wayne County,Georgia,79.9,1.8,119,78.1,
GA-307,Webster County,Georgia,77,0.6,91,76.4,
GA-309,Wheeler County,Georgia,78.3,1.3,110,77,
GA-311,White County,Georgia,69.3,0.5,81,68.8,
GA-313,Whitfield County,Georgia,72,0.9,95,71.1,
GA-315,Wilcox County,Georgia,78.5,2.4,124,76.1,
GA-317,Wilkes County,Georgia,74.5,1.2,106,73.2,
GA-319,Wilkinson County,Georgia,77.7,1.7,114,75.9,
GA-321,Worth County,Georgia,78.1,1.4,113,76.7,
ID-001,Ada County,Idaho,65.2,1.8,117,63.4,
ID-003,Adams County,Idaho,55.3,1.1,100,54.2,
ID-005,Bannock County,Idaho,58,2.6,119,55.4,
ID-007,Bear Lake County,Idaho,53.8,2.4,112,51.4,
ID-009,Benewah County,Idaho,56.8,1.2,105,55.6,
ID-011,Bingham County,Idaho,57.7,2.2,111,55.5,
ID-013,Blaine County,Idaho,55.8,2.6,118,53.1,
ID-015,Boise County,Idaho,56,1.7,110,54.3,
ID-017,Bonner County,Idaho,54.2,1.9,113,52.3,
ID-019,Bonneville County,Idaho,54.4,2.3,114,52.1,
ID-021,Boundary County,Idaho,51.1,2.1,111,49.1,
ID-023,Butte County,Idaho,55.1,2,107,53,
ID-025,Camas County,Idaho,54.5,3,120,51.4,
ID-027,Canyon County,Idaho,66.3,1.8,117,64.5,
ID-029,Caribou County,Idaho,54.3,2,107,52.3,
ID-031,Cassia County,Idaho,59.3,2.5,119,56.8,
ID-033,Clark County,Idaho,52.7,2.2,111,50.5,
ID-035,Clearwater County,Idaho,54.7,1.1,95,53.6,
ID-037,Custer County,Idaho,52,2.5,117,49.5,
ID-039,Elmore County,Idaho,60.8,2.9,119,57.9,
ID-041,Franklin County,Idaho,57.5,3,120,54.5,
ID-043,Fremont County,Idaho,52.3,1.7,107,50.6,
ID-045,Gem County,Idaho,61.6,1,99,60.5,
ID-047,Gooding County,Idaho,63.4,3.8,126,59.6,
ID-049,Idaho County,Idaho,54.3,1.7,108,52.6,
ID-051,Jefferson County,Idaho,57.5,2.1,108,55.4,
ID-053,Jerome County,Idaho,63.8,4,126,59.8,
ID-055,Kootenai County,Idaho,56.3,1.8,111,54.5,
ID-057,Latah County,Idaho,58.3,1.5,110,56.8,
ID-059,Lemhi County,Idaho,51.8,2.1,112,49.7,
ID-061,Lewis County,Idaho,57.2,1.1,101,56.1,
ID-063,Lincoln County,Idaho,62,4.5,127,57.5,
ID-065,Madison County,Idaho,55.1,2,111,53.1,
ID-067,Minidoka County,Idaho,61.2,2.9,121,58.3,
ID-069,Nez Perce County,Idaho,61.1,1.5,109,59.5,
ID-071,Oneida County,Idaho,58.6,1.9,112,56.6,
ID-073,Owyhee County,Idaho,62,2.3,120,59.6,
ID-075,Payette County,Idaho,64.7,1.9,115,62.8,
ID-077,Power County,Idaho,58.8,2,111,56.8,
ID-079,Shoshone County,Idaho,52.7,1.2,104,51.5,
ID-081,Teton County,Idaho,52.5,2.4,120,50.1,
ID-083,Twin Falls County,Idaho,61.7,2.7,121,59,
ID-085,Valley County,Idaho,53.1,1.9,113,51.2,
ID-087,Washington County,Idaho,59.7,1.3,106,58.4,
IL-001,Adams County,Illinois,62.8,0,72,62.8,
IL-003,Alexander County,Illinois,68.3,0.8,88,67.5,
IL-005,Bond County,Illinois,65.6,1.4,98,64.2,
IL-007,Boone County,Illinois,59.5,2.4,118,57.1,
IL-009,Brown County,Illinois,62.7,-0.1,70,62.7,
IL-011,Bureau County,Illinois,61,1.7,104,59.4,
IL-013,Calhoun County,Illinois,64.7,0.2,73,64.5,
IL-015,Carroll County,Illinois,60,2.3,114,57.7,
IL-017,Cass County,Illinois,63.5,0.7,85,62.8,
IL-019,Champaign County,Illinois,62.5,1,90,61.6,
IL-021,Christian County,Illinois,63.8,1,93,62.8,
IL-023,Clark County,Illinois,64.4,1.2,95,63.1,
IL-025,Clay County,Illinois,65.3,0.8,87,64.5,
IL-027,Clinton County,Illinois,66.5,1.4,101,65.2,
IL-029,Coles County,Illinois,63.7,1.2,91,62.5,
IL-031,Cook County,Illinois,60.8,2.7,119,58.1,
IL-033,Crawford County,Illinois,64.9,0.9,86,64,
IL-035,Cumberland County,Illinois,64.1,1,89,63.1,
IL-037,DeKalb County,Illinois,59.7,1.9,108,57.8,
IL-039,De Witt County,Illinois,62.8,1.6,105,61.1,
IL-041,Douglas County,Illinois,63.3,1.1,95,62.2,
IL-043,DuPage County,Illinois,60.7,2.7,118,58,
IL-045,Edgar County,Illinois,63.3,0.9,85,62.5,
IL-047,Edwards County,Illinois,66.7,1.2,94,65.5,
IL-049,Effingham County,Illinois,64.1,0.7,86,63.4,
IL-051,Fayette County,Illinois,64.6,0.8,85,63.8,
IL-053,Ford County,Illinois,61.9,1,91,61,
IL-055,Franklin County,Illinois,66.2,-0.1,68,66.3,
IL-057,Fulton County,Illinois,62.5,0.7,87,61.8,
IL-059,Gallatin County,Illinois,66.9,0.1,68,66.8,
IL-061,Greene County,Illinois,64.3,0.1,70,64.2,
IL-063,Grundy County,Illinois,61.7,2,109,59.8,
IL-065,Hamilton County,Illinois,66.9,0.9,89,66,
IL-067,Hancock County,Illinois,61.9,0.1,68,61.9,
IL-069,Hardin County,Illinois,66.8,-0.2,54,67,
IL-071,Henderson County,Illinois,61.6,0.8,91,60.8,
IL-073,Henry County,Illinois,60.6,1.2,96,59.4,
IL-075,Iroquois County,Illinois,62.3,1.4,100,60.9,
IL-077,Jackson County,Illinois,66.5,-0.2,57,66.7,
IL-079,Jasper County,Illinois,64.3,0.4,81,63.9,
IL-081,Jefferson County,Illinois,66,0.3,77,65.7,
IL-083,Jersey County,Illinois,64.8,0.3,76,64.5,
IL-085,Jo Daviess County,Illinois,58.8,1.8,107,57,
IL-087,Johnson County,Illinois,66.9,0.1,70,66.8,
IL-089,Kane County,Illinois,60.1,2.5,115,57.6,
IL-091,Kankakee County,Illinois,62,1.7,110,60.2,
IL-093,Kendall County,Illinois,61,2.2,112,58.8,
IL-095,Knox County,Illinois,60.9,0.7,87,60.2,
IL-097,Lake County,Illinois,59.7,2.9,123,56.8,
IL-099,LaSalle County,Illinois,61.2,1.8,106,59.4,
IL-101,Lawrence County,Illinois,65.8,1,89,64.8,
IL-103,Lee County,Illinois,60.3,2,110,58.3,
IL-105,Livingston County,Illinois,61.8,1.3,101,60.4,
IL-107,Logan County,Illinois,63.4,1.6,104,61.7,
IL-109,McDonough County,Illinois,61.5,0,68,61.5,
IL-111,McHenry County,Illinois,59.9,3.1,123,56.8,
IL-113,McLean County,Illinois,62.2,1.6,103,60.7,
IL-115,Macon County,Illinois,63.1,1.3,97,61.8,
IL-117,Macoupin County,Illinois,64.2,0.7,87,63.6,
IL-119,Madison County,Illinois,65.4,0.6,84,64.8,
IL-121,Marion County,Illinois,65.6,0.8,91,64.7,
IL-123,Marshall County,Illinois,61.9,1.7,106,60.2,
IL-125,Mason County,Illinois,63.5,1,89,62.5,
IL-127,Massac County,Illinois,68.1,0.6,79,67.5,
IL-129,Menard County,Illinois,63.2,0.6,85,62.6,
IL-131,Mercer County,Illinois,61.1,1.2,96,59.8,
IL-133,Monroe County,Illinois,67,0.9,90,66.2,
IL-135,Montgomery County,Illinois,64.5,1.2,97,63.3,
IL-137,Morgan County,Illinois,63.6,0.8,86,62.8,
IL-139,Moultrie County,Illinois,63.2,0.9,90,62.3,
IL-141,Ogle County,Illinois,60.2,2.4,115,57.7,
IL-143,Peoria County,Illinois,62.4,1.6,103,60.8,
IL-145,Perry County,Illinois,66.1,-0.1,66,66.2,
IL-147,Piatt County,Illinois,62.7,1.1,96,61.6,
IL-149,Pike County,Illinois,63.5,0,61,63.5,
IL-151,Pope County,Illinois,66.8,-0.2,56,66.9,
IL-153,Pulaski County,Illinois,68.3,0.8,86,67.5,
IL-155,Putnam County,Illinois,61.8,1.6,102,60.2,
IL-157,Randolph County,Illinois,66.2,-0.2,55,66.4,
IL-159,Richland County,Illinois,65.4,0.6,84,64.8,
IL-161,Rock Island County,Illinois,60.9,1.6,105,59.3,
IL-163,St. Clair County,Illinois,66.6,0.9,89,65.6,
IL-165,Saline County,Illinois,66.5,-0.1,62,66.6,
IL-167,Sangamon County,Illinois,63.4,0.6,85,62.8,
IL-169,Schuyler County,Illinois,62.5,0,70,62.5,
IL-171,Scott County,Illinois,63.8,0.3,77,63.5,
IL-173,Shelby County,Illinois,63.6,0.7,87,62.8,
IL-175,Stark County,Illinois,61.2,1.2,96,60,
IL-177,Stephenson County,Illinois,59.1,2,107,57.1,
IL-179,Tazewell County,Illinois,63.1,2,107,61.2,
IL-181,Union County,Illinois,67.2,0.4,82,66.8,
IL-183,Vermilion County,Illinois,62.7,0.9,88,61.8,
IL-185,Wabash County,Illinois,66.5,1,89,65.5,
IL-187,Warren County,Illinois,60.9,0.7,85,60.1,
IL-189,Washington County,Illinois,66.4,0.8,89,65.6,
IL-191,Wayne County,Illinois,66.8,1.3,100,65.5,
IL-193,White County,Illinois,67.2,0.9,89,66.3,
IL-195,Whiteside County,Illinois,60.7,2,108,58.7,
IL-197,Will County,Illinois,61.3,2,112,59.3,
IL-199,Williamson County,Illinois,66.2,-0.3,60,66.5,
IL-201,Winnebago County,Illinois,59.7,2.3,113,57.4,
IL-203,Woodford County,Illinois,62.3,1.9,108,60.4,
IN-001,Adams County,Indiana,61.6,2,113,59.6,
IN-003,Allen County,Indiana,61.4,1.9,112,59.5,
IN-005,Bartholomew County,Indiana,64.7,1.4,97,63.4,
IN-007,Benton County,Indiana,61.7,0.9,86,60.8,
IN-009,Blackford County,Indiana,62.3,1.9,110,60.4,
IN-011,Boone County,Indiana,62,1.2,93,60.8,
IN-013,Brown County,Indiana,64,1.1,94,62.9,
IN-015,Carroll County,Indiana,61.9,0.8,89,61,
IN-017,Cass County,Indiana,61.7,1.2,101,60.5,
IN-019,Clark County,Indiana,67.2,1.8,109,65.4,
IN-021,Clay County,Indiana,64.9,1.8,108,63.1,
IN-023,Clinton County,Indiana,61.8,0.9,91,60.8,
IN-025,Crawford County,Indiana,66.5,0.6,84,65.8,
IN-027,Daviess County,Indiana,66.3,1.5,102,64.8,
IN-029,Dearborn County,Indiana,64.8,1.7,105,63.1,
IN-031,Decatur County,Indiana,63.5,0.7,84,62.8,
IN-033,DeKalb County,Indiana,60.6,1.9,113,58.6,
IN-035,Delaware County,Indiana,63,2.3,115,60.7,
IN-037,Dubois County,Indiana,66.6,0.9,88,65.6,
IN-039,Elkhart County,Indiana,60.5,2.2,115,58.4,
IN-041,Fayette County,Indiana,62.9,1.4,104,61.5,
IN-043,Floyd County,Indiana,67.3,1.8,108,65.5,
IN-045,Fountain County,Indiana,62.7,0.9,84,61.8,
IN-047,Franklin County,Indiana,63.8,1.5,104,62.3,
IN-049,Fulton County,Indiana,61.3,1.7,107,59.6,
IN-051,Gibson County,Indiana,66.7,1,87,65.7,
IN-053,Grant County,Indiana,62.2,1.5,106,60.7,
IN-055,Greene County,Indiana,65.2,1.7,107,63.6,
IN-057,Hamilton County,Indiana,62.5,1.2,96,61.3,
IN-059,Hancock County,Indiana,62.8,1.1,96,61.7,
IN-061,Harrison County,Indiana,67.3,1.5,103,65.9,
IN-063,Hendricks County,Indiana,62.5,1,92,61.5,
IN-065,Henry County,Indiana,62.2,1.5,105,60.7,
IN-067,Howard County,Indiana,61.7,1,95,60.7,
IN-069,Huntington County,Indiana,61.7,1.4,106,60.3,
IN-071,Jackson County,Indiana,65.3,1.2,95,64.1,
IN-073,Jasper County,Indiana,61.7,1.5,106,60.2,
IN-075,Jay County,Indiana,62,1.9,115,60.1,
IN-077,Jefferson County,Indiana,65.7,1.3,97,64.4,
IN-079,Jennings County,Indiana,65,1.1,92,64,
IN-081,Johnson County,Indiana,63.4,1.2,94,62.2,
IN-083,Knox County,Indiana,66.3,1.5,100,64.8,
IN-085,Kosciusko County,Indiana,61.1,2,114,59.1,
IN-087,LaGrange County,Indiana,60.2,2.1,115,58.2,
IN-089,Lake County,Indiana,61.2,1.9,112,59.3,
IN-091,LaPorte County,Indiana,60.7,1.9,112,58.8,
IN-093,Lawrence County,Indiana,64.9,0.7,85,64.1,
IN-095,Madison County,Indiana,63,1.7,110,61.3,
IN-097,Marion County,Indiana,63,1.2,96,61.8,
IN-099,Marshall County,Indiana,61,2.1,115,58.9,
IN-101,Martin County,Indiana,65.9,1.2,97,64.7,
IN-103,Miami County,Indiana,61.6,1.3,102,60.3,
IN-105,Monroe County,Indiana,63.9,0.8,86,63,
IN-107,Montgomery County,Indiana,62.6,1.3,99,61.3,
IN-109,Morgan County,Indiana,63.5,0.9,89,62.6,
IN-111,Newton County,Indiana,62.1,1.7,107,60.4,
IN-113,Noble County,Indiana,60.6,2.1,116,58.5,
IN-115,Ohio County,Indiana,65.5,1.7,105,63.8,
IN-117,Orange County,Indiana,66,1,92,65,
IN-119,Owen County,Indiana,64.4,1.4,100,63,
IN-121,Parke County,Indiana,63.4,0.9,90,62.5,
IN-123,Perry County,Indiana,66.3,-0.3,59,66.6,
IN-125,Pike County,Indiana,66.7,1.3,98,65.4,
IN-127,Porter County,Indiana,60.8,1.8,111,59,
IN-129,Posey County,Indiana,66.8,0.3,77,66.5,
IN-131,Pulaski County,Indiana,61.4,1.4,102,60.1,
IN-133,Putnam County,Indiana,63.1,0.9,90,62.2,
IN-135,Randolph County,Indiana,61.8,1.7,110,60.1,
IN-137,Ripley County,Indiana,64.1,1,92,63,
IN-139,Rush County,Indiana,62.9,1.2,98,61.7,
IN-141,St. Joseph County,Indiana,60.7,2.3,118,58.5,
IN-143,Scott County,Indiana,66.3,1.5,102,64.7,
IN-145,Shelby County,Indiana,63.6,1,93,62.5,
IN-147,Spencer County,Indiana,66.7,0,68,66.7,
IN-149,Starke County,Indiana,61.2,1.8,106,59.4,
IN-151,Steuben County,Indiana,59.9,2.1,115,57.8,
IN-153,Sullivan County,Indiana,65.7,2.1,113,63.6,
IN-155,Switzerland County,Indiana,65.8,1.6,100,64.1,
IN-157,Tippecanoe County,Indiana,62,0.7,80,61.3,
IN-159,Tipton County,Indiana,62.1,1.3,102,60.8,
IN-161,Union County,Indiana,63,1.5,105,61.5,
IN-163,Vanderburgh County,Indiana,66.8,0.3,80,66.4,
IN-165,Vermillion County,Indiana,63.4,0.8,82,62.6,
IN-167,Vigo County,Indiana,64.8,1.6,103,63.2,
IN-169,Wabash County,Indiana,61.6,1.3,99,60.3,
IN-171,Warren County,Indiana,62.2,0.7,82,61.5,
IN-173,Warrick County,Indiana,66.9,0.6,84,66.3,
IN-175,Washington County,Indiana,65.8,1.4,99,64.4,
IN-177,Wayne County,Indiana,62,1.2,99,60.7,
IN-179,Wells County,Indiana,61.7,1.7,108,60,
IN-181,White County,Indiana,61.6,0.9,85,60.7,
IN-183,Whitley County,Indiana,61.1,1.7,112,59.4,
IA-001,Adair County,Iowa,60.9,1.1,94,59.8,
IA-003,Adams County,Iowa,61.7,1.3,98,60.4,
IA-005,Allamakee County,Iowa,56.7,1.2,94,55.5,
IA-007,Appanoose County,Iowa,62.1,1.2,96,61,
IA-009,Audubon County,Iowa,60.4,1.6,103,58.8,
IA-011,Benton County,Iowa,58.3,0.3,71,58,
IA-013,Black Hawk County,Iowa,58.9,1.8,107,57.1,
IA-015,Boone County,Iowa,60.3,1.6,100,58.7,
IA-017,Bremer County,Iowa,58.2,1.8,108,56.4,
IA-019,Buchanan County,Iowa,57.6,0.9,86,56.6,
IA-021,Buena Vista County,Iowa,58.2,1.3,97,56.9,
IA-023,Butler County,Iowa,58.3,1.7,105,56.6,
IA-025,Calhoun County,Iowa,59.7,1.7,106,58,
IA-027,Carroll County,Iowa,60.3,2,112,58.4,
IA-029,Cass County,Iowa,61.5,1.4,104,60.1,
IA-031,Cedar County,Iowa,59.2,0.6,87,58.5,
IA-033,Cerro Gordo County,Iowa,57.1,1.6,100,55.5,
IA-035,Cherokee County,Iowa,58.7,1.6,100,57.1,
IA-037,Chickasaw County,Iowa,56.7,1,91,55.7,
IA-039,Clarke County,Iowa,61.6,1.2,95,60.4,
IA-041,Clay County,Iowa,58.2,1.8,109,56.4,
IA-043,Clayton County,Iowa,57.3,1,93,56.3,
IA-045,Clinton County,Iowa,59.9,1.5,105,58.3,
IA-047,Crawford County,Iowa,60,1.5,101,58.5,
IA-049,Dallas County,Iowa,61,0.9,89,60.1,
IA-051,Davis County,Iowa,61.5,0.5,83,61,
IA-053,Decatur County,Iowa,62.1,1.4,99,60.7,
IA-055,Delaware County,Iowa,57.5,1.1,94,56.4,
IA-057,Des Moines County,Iowa,61.2,0.6,87,60.6,
IA-059,Dickinson County,Iowa,57,1.5,101,55.6,
IA-061,Dubuque County,Iowa,57.6,1.2,95,56.4,
IA-063,Emmet County,Iowa,56.4,1,87,55.4,
IA-065,Fayette County,Iowa,57,1,95,55.9,
IA-067,Floyd County,Iowa,57.1,1.2,93,55.8,
IA-069,Franklin County,Iowa,58.1,2,112,56.1,
IA-071,Fremont County,Iowa,63.4,1.2,95,62.2,
IA-073,Greene County,Iowa,60.2,1.3,97,58.9,
IA-075,Grundy County,Iowa,58.8,1.7,105,57.1,
IA-077,Guthrie County,Iowa,60.9,1.5,102,59.4,
IA-079,Hamilton County,Iowa,58.7,1.2,91,57.6,
IA-081,Hancock County,Iowa,57.2,1.2,98,55.9,
IA-083,Hardin County,Iowa,58.9,1.9,109,57,
IA-085,Harrison County,Iowa,61.5,1.6,101,59.9,
IA-087,Henry County,Iowa,60.6,-0.1,59,60.7,
IA-089,Howard County,Iowa,55.8,1.2,94,54.6,
IA-091,Humboldt County,Iowa,58.5,1.3,95,57.2,
IA-093,Ida County,Iowa,59.1,1.3,98,57.8,
IA-095,Iowa County,Iowa,60.2,1.1,94,59.1,
IA-097,Jackson County,Iowa,58.9,1.4,101,57.5,
IA-099,Jasper County,Iowa,60.2,0.8,88,59.4,
IA-101,Jefferson County,Iowa,59.9,-0.6,46,60.5,
IA-103,Johnson County,Iowa,59.6,0.4,76,59.2,
IA-105,Jones County,Iowa,58.5,1,92,57.4,
IA-107,Keokuk County,Iowa,60.6,1,92,59.6,
IA-109,Kossuth County,Iowa,57.3,1.3,99,56,
IA-111,Lee County,Iowa,61.5,0,69,61.5,
IA-113,Linn County,Iowa,58.8,0.9,91,57.9,
IA-115,Louisa County,Iowa,61.1,0.7,88,60.3,
IA-117,Lucas County,Iowa,61.4,1,93,60.5,
IA-119,Lyon County,Iowa,57.9,1.2,95,56.7,
IA-121,Madison County,Iowa,61.2,0.7,87,60.5,
IA-123,Mahaska County,Iowa,60.8,0.8,87,60,
IA-125,Marion County,Iowa,60.9,0.5,80,60.4,
IA-127,Marshall County,Iowa,59.4,1.1,92,58.3,
IA-129,Mills County,Iowa,62.9,1.6,103,61.3,
IA-131,Mitchell County,Iowa,56.2,1.5,97,54.7,
IA-133,Monona County,Iowa,60.7,1.4,96,59.3,
IA-135,Monroe County,Iowa,61.2,0.5,83,60.7,
IA-137,Montgomery County,Iowa,62.4,1.5,106,60.9,
IA-139,Muscatine County,Iowa,60.4,0.7,93,59.6,
IA-141,O&#039;Brien County,Iowa,58.2,1.4,100,56.7,
IA-143,Osceola County,Iowa,56.8,0.8,86,56,
IA-145,Page County,Iowa,63,1.5,102,61.6,
IA-147,Palo Alto County,Iowa,57.7,1.5,102,56.2,
IA-149,Plymouth County,Iowa,59.6,1.7,102,57.9,
IA-151,Pocahontas County,Iowa,58.5,1.3,97,57.2,
IA-153,Polk County,Iowa,60.4,0.4,81,60,
IA-155,Pottawattamie County,Iowa,62,1.4,103,60.6,
IA-157,Poweshiek County,Iowa,60.2,1.3,100,58.9,
IA-159,Ringgold County,Iowa,61.7,1.1,95,60.6,
IA-161,Sac County,Iowa,59.5,1.7,104,57.8,
IA-163,Scott County,Iowa,60.5,1.7,106,58.8,
IA-165,Shelby County,Iowa,60.7,1.4,101,59.3,
IA-167,Sioux County,Iowa,58.4,1,89,57.4,
IA-169,Story County,Iowa,59.9,1.4,100,58.5,
IA-171,Tama County,Iowa,59.2,1.1,97,58.1,
IA-173,Taylor County,Iowa,62.1,1.4,100,60.7,
IA-175,Union County,Iowa,61.3,1,91,60.3,
IA-177,Van Buren County,Iowa,60.5,-0.6,48,61.1,
IA-179,Wapello County,Iowa,60.8,0.2,76,60.6,
IA-181,Warren County,Iowa,61.4,0.5,84,60.9,
IA-183,Washington County,Iowa,60.4,0.6,83,59.8,
IA-185,Wayne County,Iowa,61.7,1,93,60.7,
IA-187,Webster County,Iowa,59.1,1.2,98,57.8,
IA-189,Winnebago County,Iowa,56.1,1,91,55.1,
IA-191,Winneshiek County,Iowa,57,2,110,55,
IA-193,Woodbury County,Iowa,60.2,1.6,99,58.6,
IA-195,Worth County,Iowa,56.1,1.4,97,54.7,
IA-197,Wright County,Iowa,57.9,1.2,90,56.8,
KS-001,Allen County,Kansas,67.5,0.6,87,66.9,
KS-003,Anderson County,Kansas,66.7,0.6,84,66.1,
KS-005,Atchison County,Kansas,65.2,1.2,95,64,
KS-007,Barber County,Kansas,70.6,1.2,96,69.4,
KS-009,Barton County,Kansas,67.3,0.7,80,66.6,
KS-011,Bourbon County,Kansas,67.5,0.6,88,66.9,
KS-013,Brown County,Kansas,64.8,1.6,102,63.3,
KS-015,Butler County,Kansas,68.4,1.1,97,67.3,
KS-017,Chase County,Kansas,66.9,0.7,90,66.1,
KS-019,Chautauqua County,Kansas,69.3,0.3,77,69,
KS-021,Cherokee County,Kansas,69.1,0.7,90,68.4,
KS-023,Cheyenne County,Kansas,68.2,3.4,127,64.8,
KS-025,Clark County,Kansas,71.2,1.1,94,70.1,
KS-027,Clay County,Kansas,66.8,1.1,95,65.7,
KS-029,Cloud County,Kansas,67.1,2,107,65.1,
KS-031,Coffey County,Kansas,67.2,0.9,95,66.3,
KS-033,Comanche County,Kansas,71.3,1.5,106,69.8,
KS-035,Cowley County,Kansas,69.4,0.9,90,68.5,
KS-037,Crawford County,Kansas,68.3,0.8,89,67.5,
KS-039,Decatur County,Kansas,68,2.7,115,65.2,
KS-041,Dickinson County,Kansas,67.5,1.3,97,66.2,
KS-043,Doniphan County,Kansas,64.9,1.2,98,63.7,
KS-045,Douglas County,Kansas,66.2,1,91,65.2,
KS-047,Edwards County,Kansas,69.2,1.5,99,67.7,
KS-049,Elk County,Kansas,68.1,0.2,73,67.9,
KS-051,Ellis County,Kansas,68.4,1.7,99,66.7,
KS-053,Ellsworth County,Kansas,68.2,1.9,108,66.3,
KS-055,Finney County,Kansas,70.5,2.9,117,67.6,
KS-057,Ford County,Kansas,70.1,1.7,109,68.4,
KS-059,Franklin County,Kansas,66.5,0.9,89,65.6,
KS-061,Geary County,Kansas,66.3,0.5,82,65.8,
KS-063,Gove County,Kansas,68.9,2.2,111,66.7,
KS-065,Graham County,Kansas,68.3,2.1,108,66.1,
KS-067,Grant County,Kansas,71,1.9,109,69.1,
KS-069,Gray County,Kansas,70.1,2.1,106,68,
KS-071,Greeley County,Kansas,68.7,3,119,65.7,
KS-073,Greenwood County,Kansas,67.5,0.4,76,67.1,
KS-075,Hamilton County,Kansas,70.9,3.4,125,67.6,
KS-077,Harper County,Kansas,69.8,0.2,76,69.6,
KS-079,Harvey County,Kansas,69.1,1.8,105,67.3,
KS-081,Haskell County,Kansas,70.5,1.9,105,68.6,
KS-083,Hodgeman County,Kansas,70.1,1.9,109,68.2,
KS-085,Jackson County,Kansas,65.2,0.8,85,64.4,
KS-087,Jefferson County,Kansas,65.4,0.7,85,64.7,
KS-089,Jewell County,Kansas,66.3,1.7,104,64.6,
KS-091,Johnson County,Kansas,65.7,1,89,64.7,
KS-093,Kearny County,Kansas,70.6,3.1,119,67.5,
KS-095,Kingman County,Kansas,68.9,0.6,83,68.3,
KS-097,Kiowa County,Kansas,70,1.4,105,68.5,
KS-099,Labette County,Kansas,69.1,0.4,82,68.6,
KS-101,Lane County,Kansas,69.7,2.6,114,67.1,
KS-103,Leavenworth County,Kansas,65.7,1,90,64.7,
KS-105,Lincoln County,Kansas,68.1,2,108,66.1,
KS-107,Linn County,Kansas,66.9,0.7,89,66.2,
KS-109,Logan County,Kansas,69.3,3.1,120,66.2,
KS-111,Lyon County,Kansas,66.7,0.9,90,65.9,
KS-113,McPherson County,Kansas,68.4,2.3,108,66.2,
KS-115,Marion County,Kansas,67.7,1.5,102,66.2,
KS-117,Marshall County,Kansas,66,1.8,112,64.2,
KS-119,Meade County,Kansas,71,1.4,102,69.6,
KS-121,Miami County,Kansas,66.1,0.8,89,65.3,
KS-123,Mitchell County,Kansas,67.1,1.5,97,65.6,
KS-125,Montgomery County,Kansas,69.2,0.2,73,69,
KS-127,Morris County,Kansas,66.2,0.8,88,65.4,
KS-129,Morton County,Kansas,71.8,2,115,69.8,
KS-131,Nemaha County,Kansas,64.9,1.2,93,63.7,
KS-133,Neosho County,Kansas,68.2,0.4,79,67.8,
KS-135,Ness County,Kansas,69.3,1.6,102,67.7,
KS-137,Norton County,Kansas,67.5,2.4,110,65.1,
KS-139,Osage County,Kansas,67.1,1.6,103,65.5,
KS-141,Osborne County,Kansas,67.6,1.2,90,66.4,
KS-143,Ottawa County,Kansas,67.8,2.1,105,65.7,
KS-145,Pawnee County,Kansas,68.1,1.1,83,67,
KS-147,Phillips County,Kansas,67.4,1.8,99,65.7,
KS-149,Pottawatomie County,Kansas,65.5,0.4,78,65,
KS-151,Pratt County,Kansas,69.2,1.7,101,67.5,
KS-153,Rawlins County,Kansas,68.1,3.1,121,65,
KS-155,Reno County,Kansas,68.4,0.8,89,67.6,
KS-157,Republic County,Kansas,65.8,1.7,103,64.1,
KS-159,Rice County,Kansas,67.9,1.2,92,66.7,
KS-161,Riley County,Kansas,66.2,0.6,85,65.6,
KS-163,Rooks County,Kansas,68.1,1.7,99,66.4,
KS-165,Rush County,Kansas,68.3,1.3,88,66.9,
KS-167,Russell County,Kansas,68.3,1.6,104,66.7,
KS-169,Saline County,Kansas,68.5,2.2,111,66.2,
KS-171,Scott County,Kansas,69.8,2.9,119,66.9,
KS-173,Sedgwick County,Kansas,69.4,1.2,97,68.2,
KS-175,Seward County,Kansas,71.2,1.5,104,69.6,
KS-177,Shawnee County,Kansas,66.5,1.2,95,65.3,
KS-179,Sheridan County,Kansas,68.2,2.6,117,65.6,
KS-181,Sherman County,Kansas,68.3,4,126,64.3,
KS-183,Smith County,Kansas,66.8,1.4,95,65.5,
KS-185,Stafford County,Kansas,67.7,0.9,83,66.8,
KS-187,Stanton County,Kansas,71.4,2.3,117,69.1,
KS-189,Stevens County,Kansas,71.4,1.7,108,69.7,
KS-191,Sumner County,Kansas,69.9,0.7,86,69.2,
KS-193,Thomas County,Kansas,68.5,3.4,124,65.1,
KS-195,Trego County,Kansas,68.4,1.7,99,66.7,
KS-197,Wabaunsee County,Kansas,65.9,0.7,84,65.2,
KS-199,Wallace County,Kansas,68.9,3.9,126,65,
KS-201,Washington County,Kansas,65.7,1.4,99,64.4,
KS-203,Wichita County,Kansas,69.2,2.9,120,66.3,
KS-205,Wilson County,Kansas,68.5,0.4,76,68.1,
KS-207,Woodson County,Kansas,67.7,0.6,80,67.1,
KS-209,Wyandotte County,Kansas,65.8,1,91,64.8,
KY-001,Adair County,Kentucky,68.1,0.7,85,67.3,
KY-003,Allen County,Kentucky,69.4,0.2,76,69.1,
KY-005,Anderson County,Kentucky,67.2,1.6,105,65.6,
KY-007,Ballard County,Kentucky,68.8,1,91,67.8,
